name,company,company_review,location,description,salary_low,salary_high,state
Associate Staff Scientist Machine Learning,SLAC National Accelerator Laboratory,3.9 ,"– Menlo Park, CA","The Linac Coherent Light Source (LCLS), located at SLAC, is the world's first hard x-ray free-electron laser, producing ultra-fast pulses of coherent x-rays with unprecedented brightness. In the ten years of operation there have been many advances, with a new operating mode developed approximately every six months. The increasing complexity has made operation challenging, and we are looking to expand machine learning (ML) applications as we prepare for commissioning of the superconducting upgrade, LCLS-II.

SLAC Accelerator Directorate is seeking an Associate Staff Scientist. Our group (Machine Learning Department in Accelerator Research Division) is responsible for developing and applying machine learning algorithms to automate control and analysis of LCLS. Applications include optimization of the FEL performance, processing electron and X-ray screens, training surrogates of simulations, and statistical analysis of data. You will work closely with operations, understanding high priority needs and implementing ML solutions, including live testing on LCLS and LCLS-II. The early focus of this position will be online optimization.

The main responsibilities of this role are:
Develop algorithms for automated tuning of LCLS and LCLS-II
Oversee development of the Ocelot tuning platform
Implement tuning algorithms as part of LCLS-II commissioning and operation.
Lead physicist for machine development beamtime
Expand ML tuning concepts to other applications at LCLS and LCLS-II
Develop new ideas for solving high priority problems at LCLS and LCLS-II with machine learning
Note: The Associate Staff Scientist position is the entry level in the Staff Scientist career path. The Associate Staff Scientist is a 3 to 5 year fixed term research staff position. The second level of this career path, Staff Scientist is a regular continuing position. The Associate position is scheduled to be assessed after the 3 to 5 year period with the possibility of appointment to the Staff Scientist level. Appointment to the Staff Scientist level requires a review and evaluation of documented scientific achievement.

To be successful in this position you will bring:
PhD in physics, mathematics, engineering or related field.
Good communications skills and ability to work well in a team focused on accelerator physics, operation and development.
Demonstrated project leadership, planning, and excellent organizational skills.
Ability to write technical documentation and scientific publications.
In addition, preferred requirements include:
Two years or more postdoc experience
Strong background in accelerator and FEL physics.
Strong background in math and statistics
Experience applying machine learning to accelerators
Strong background in both Matlab and python.
Experience building GUIs
Experience with DAQ, controls, and archive systems
Experience operating X-ray FELs and electron linacs
SLAC Employee Competencies :
Effective Decisions : Uses job knowledge and solid judgment to make quality decisions in a timely manner.
Self-Development : Pursues a variety of venues and opportunities to continue learning and developing.
Dependability : Can be counted on to deliver results with a sense of personal responsibility for expected outcomes.
Initiative : Pursues work and interactions proactively with optimism, positive energy, and motivation to move things forward.
Adaptability : Flexes as needed when change occurs, maintains an open outlook while adjusting and accommodating changes.
Communication : Ensures effective information flow to various audiences and creates and delivers clear, appropriate written, spoken, presented messages.
Relationships : Builds relationships to foster trust, collaboration, and a positive climate to achieve common goals.
Physical Requirements and Working Conditions:
Consistent with its obligations under the law, the University will provide reasonable accommodation to any employee with a disability who requires accommodation to perform the essential functions of the job.
Work standards :
Interpersonal Skills: Demonstrates the ability to work well with Stanford colleagues and clients and with external organizations.
Promote Culture of Safety: Demonstrates commitment to personal responsibility and value for environment, safety and security; communicates related concerns; uses and promotes safe behaviors based on training and lessons learned. Meets the applicable roles and responsibilities as described in the ESH Manual, Chapter 1General Policy and Responsibilities: http://www-group.slac.stanford.edu/esh/eshmanual/pdfs/ESHch01.pdf
Subject to and expected to comply with all applicable University policies and procedures, including but not limited to the personnel policies and other policies found in the University's Administrative Guide, http://adminguide.stanford.edu
SLAC National Accelerator Laboratory is an Affirmative Action / Equal Opportunity Employer and supports diversity in the workplace. All employment decisions are made without regard to race, color, religion, sex, national origin, age, disability, veteran status, marital or family status, sexual orientation, gender identity, or genetic information. All staff at SLAC National Accelerator Laboratory must be able to demonstrate the legal right to work in the United States. SLAC is an E-Verify employer.

Final candidates are subject to background checks prior to commencement of employment at the SLAC National Accelerator Laboratory.

Internal candidates, who are selected for hire, may require degree verification and/or credit checks based on requirements of the new position.

For Clery Act Information click here: http://www.stanford.edu/group/SUDPS/safety-report/security-authorities.shtml

SDL2017",124000,170000,CA
Senior Scientist - Color Makeup Formulation,Korn Ferry International,3.1 ,"– New York, New York","Senior Scientist - Color

New York City Metro Area (Relocation Available)

The primary purpose of this position is for the full management of clinical projects (product testing) through clinical studies of varying degrees of complexity from initial set-up to reporting; timely completion of testing for all study time-points, analysis and evaluation of data; and, creation of final reports. May manage the activities of up to 2 employees/contractors.

· Management of Clinical Studies for the Companies brands and for innovation projects.

· Work with R&D management/peers and brands PD teams to design clinical testing protocols.

· Act as a liaison with all R&D departments, NY product development, Legal department, and outside testing centers.

· Create, maintain, and review detailed data logs and provide data on a timely basis.

· Provide ongoing updates to upper management of testing progress, and make progress direction recommendations when needed.

· Assure that all Clinical studies are run in a timely and professional manner, according to Good Clinical Practices and with a complete clinical master file.

· Supervise/monitor outside testing centers to ensure that all protocols are followed.

· Prepare protocols, Informed Consent Forms and Case Report Forms for IRB submission

· Evaluate all data and conduct visual and statistical analysis for in-house and outsourced clinical studies.

· Issue clinical study reports.

· Train entry level Scientists in all areas of the laboratory.

· Stay current on cosmetic field trends and technological developments of data collection instrumentation.

· Use expertise to identify efficiencies and improvement opportunities.
BS/MS Degree in a science field (biology, physiology, biochemistry, biophysics or related)
Hands-on experience in clinical studies for personal care/cosmetic products, including the working knowledge on the operation of biophysical instruments, imaging systems and other grading methods.
Demonstrated independent thinking and problem-solving skills
Strong technical skills and attention to detail
Proven ability to handle multiple projects simultaneously in a fast-paced setting while maintaining attention to detail and precision in testing techniques
Excellent written, verbal, and customer service communication skills
Understanding of Color science and Makeup formulation is a plus
Understanding of claims and clinical testing protocol development is a plus
Job Type: Full-time

Education:
Bachelor's (Required)",,,NY
Forensic Scientist 1 - Trainee (FS1T),,2.6 ,,"Supporting the Most Exciting and Meaningful Missions in the World

Job Description

Forensic DNA Scientist 1 Trainee (FS1T)

The successful candidate will perform entry level DNA analysis on a wide range of complex samples in support of the Armed Forces DNA Identification Laboratory (AFDIL) in Dover, DE. The Forensic DNA Scientist 1 (FS1) will be responsible for performing analysis of forensic evidence in accordance with laboratory accreditation and standard operating procedures. The FS1 is critical to successful laboratory operations and will be required to work collaboratively and productively with laboratory staff and management. The ability to prioritize job responsibilities in a fast-paced environment while maintaining a focus on excellent customer service is a must.

Responsibilities will include:
Assisting in program maintenance and development at the direction of their designated supervisor.
Supporting investigative studies on biological materials using DNA typing technologies.
Supporting the logistical or resource management activities of the DNA Registry
Participating in the organization and presentation of educational activities.
Accessioning forensic evidence in the Laboratory Information Management System (LISA).
Maintaining accurate and complete chain of custody for evidence.
Entering data into LISA and the Armed Forces Medical Examiners Tracking System (AFMETS).
Preparing correspondence/documents ensuring proper format, mathematical correctness, grammar, punctuation, and spelling, in preparation for or editing of recurring reports regarding case status and case tracking.
Preparing reagents and maintain documentation of reagent prep and Quality Control testing in accordance with SOPs.
Performing laboratory housekeeping activities such as preparing common laboratory reagents.
Maintaining appropriate stock levels of expendable supplies and maintaining a clean environment within laboratory work areas.
Assisting in casework involving nucDNA and mtDNA typing and profiling procedures.
Supporting validation projects focusing on systems with increased sensitivity and discrimination power and advanced development of automated systems.
Supporting research projects focusing on various research projects to include population data basing and working to increase sensitivity, discrimination power, and automated systems for casework applications.
Minimum Education and Experience Requirements:
Possess strong written and verbal communication skills
Familiar with MS Word, PowerPoint, Excel, and Adobe Acrobat
A degree in forensic science or in physical or life sciences
Cover letter along with resume must be submitted
PAE is proud to be an Equal Opportunity Employer. Our hiring practices provide equal opportunity for employment without regard to race, religion, color, sex, gender, national origin, age, United States military veterans status, ancestry, sexual orientation, marital status, family structure, medical condition including genetic characteristics or information, veteran status, or mental or physical disability so long as the essential functions of the job can be performed with or without reasonable accommodation, or any other protected category under federal, state, or local law.",,,
Entry Level Data Analyst,,3.4 ,,"Kelly Services is actively seeking an Entry Level Data Analyst for Nissan at their Irving, TX location.
This is a long term indefinite contract opportunity to join a great team!

Job Description:

The Marketing Sales Analyst collects and analyzes data to conduct sophisticated analysis of sales and marketing data namely in automotive remarketing. Responsible for identifying and monitoring sales trends and recommend marketing strategies relevant to market conditions or changes in the industry that may affect sales. Design surveys (e.g., by phone, Internet, via mail, etc.) to measure dealer buying preferences and identify prospective markets for products. Produce marketing collateral to reach target audience and increase sales while meeting/exceeding customer/dealer service levels. Create auction sales calendar of events and publish to internal & external websites; coordinate and participate in auction sale events as necessary.

Job Functions:
Monitor project costs. Research projects and prepare correcting entries, as necessary. Prepare project cost accruals. Possesses knowledge of industry joint interest and revenue operations. Conducts analysis of management and operational problems and formulates improvement plans where necessary.
Monitors and reports on progress against established profit targets.
Monitors and conducts business analysis of program performance on an on-going basis.
Minimum Requirements:
Education Required: Bachelor's Degree
Experience: 2 - 5 Years
Working knowledge of PowerPoint, Excel spreadsheet, other PC applications, or mainframe applications to produce non-standard, creative products.
Candidate Should Posses:
Knowledge of auto remarketing industry a plus, but not required
Experience posting content (e.g., sales calendar, marketing news, etc.) in Intranet portal
Excellent written and oral communication skills
Exceptional analytical skills
Excellent follow up skills, proactive, creative thinker with ability to readily identify opportunities to improve Remarketing sales and marketing
Detail-oriented and highly organized with a proven aptitude for managing multiple tasks/projects simultaneously
Highly flexible and adaptable to change; agile learner with ability to meet deadlines
If you're qualified and interested, apply now. Or refer a friend!

This position is being recruited by a remote Kelly office, not your local Kelly branch. To be considered for this position, you must use THE APPLY now button below to submit your resumes. Due to the high volume of responses anticipated, only qualified candidates will be contacted.
Why Kelly®?


At Kelly

Services®, we work with the best. Our clients include 95 of the Fortune

100™ companies, and more than 70,000 hiring managers rely on Kelly annually to access

the best talent to drive their business forward. If you only make one career connection today, connect

with Kelly.
About

Kelly Services®


As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people

around the world and have a role in connecting thousands more with work through our global network of

talent suppliers and partners. Revenue in 2017 was $5.4 billion. Visit kellyservices.com and connect with us on Facebook, LinkedIn and Twitter.

Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females,

Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is

committed to employing a diverse workforce. Equal Employment Opportunity

is The Law.
To apply to this job, click Apply Now",,,
Entry Level Data Analyst,,4.4 ,,"We have an exciting role in the Maryland area as a Entry Level Data Analyst to join our industry-leading client.

This position has a great benefit package that includes Medical, Dental and Vision benefits, 401k with company matching, and life insurance for those who qualify.

Responsibilities of the Entry Level Data Analyst:
Complete assigned set of issues on time
Technical problem solving
Identify system improvements and submit changes as needed
Provide sustainable and scalable system processes in support of the business process
Provide accurate and reliable reports
Research issues that require critical thinking and problem solving
Perform audits of system data
Complete special projects as needed
Requirements of the Entry Level Data Analyst:
Bachelors degree in Economics, Finance, Mathematics or Computer Science or related fields
Typically 2-4 years relevant experience
SQL proficiency
Logical and structured problem solving
High proficiency in Microsoft Excel
Excellent communication skills
Ability to work as part of a team and with minimal supervision
Ability to meet deadlines and multi-task
Job ID: 313609

Key Words: Data Analyst, Problem Solving, Microsoft Excel

About Eliassen Group:

Eliassen Group provides strategic talent solutions to drive our clients innovation and business results. Leveraging nearly 30 years of success, our expertise in IT staffing, Agile consulting, creative services, managed services, and life sciences enables us to partner with our clients to execute their business strategy and scale effectively. Headquartered in Reading, MA and with offices from coast to coast, Eliassen Group offers local community presence, deep networks, as well as national reach. For more information, visit http://www.eliassen.com.

Eliassen Group is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.

Dont miss out on our referral program! If we hire a candidate that you refer us to then you can be eligible for a $1,000 referral check!",,,
Forensic DNA Scientist 1 (FS1),,4.1 ,,"SNA International seeks a bright, collaborative Forensic DNA Scientist with a strong work ethic to join our team. SNA International’s team works together in pursuit of the same cause: build a safe and just world by empowering organizations in the use of forensics, biometrics and identity intelligence.

The successful candidate will perform entry level DNA analysis on a wide range of complex samples in support of the Armed Forces DNA Identification Laboratory (AFDIL) in Dover, DE. The Forensic DNA Scientist 1 (FS1) will be responsible for performing analysis of forensic evidence in accordance with laboratory accreditation and standard operating procedures. The FS1 is critical to successful laboratory operations and will be required to work collaboratively and productively with laboratory staff and management. The ability to prioritize job responsibilities in a fast-paced environment while maintaining a focus on excellent customer service is a must.

Responsibilities will include:
Assisting in program maintenance and development at the direction of their designated supervisor.
Supporting investigative studies on biological materials using DNA typing technologies.
Supporting the logistical or resource management activities of the DNA Registry
Participating in the organization and presentation of educational activities.
Accessioning forensic evidence in the Laboratory Information Management System (LISA).
Maintaining accurate and complete chain of custody for evidence.
Entering data into LISA and the Armed Forces Medical Examiners Tracking System (AFMETS).
Preparing correspondence/documents ensuring proper format, mathematical correctness, grammar, punctuation, and spelling, in preparation for or editing of recurring reports regarding case status and case tracking.
Preparing reagents and maintain documentation of reagent prep and Quality Control testing in accordance with SOPs.
Performing laboratory housekeeping activities such as preparing common laboratory reagents.
Maintaining appropriate stock levels of expendable supplies and maintaining a clean environment within laboratory work areas.
Assisting in casework involving nucDNA and mtDNA typing and profiling procedures.
Supporting validation projects focusing on systems with increased sensitivity and discrimination power and advanced development of automated systems.
Supporting research projects focusing on various research projects to include population data basing and working to increase sensitivity, discrimination power, and automated systems for casework applications.
Minimum Education and Experience Requirements:
Possess strong written and verbal communication skills
Familiar with MS Word, PowerPoint, Excel, and Adobe Acrobat
A degree in forensic science or in physical or life sciences
Special consideration will be granted to those with large-scale laboratory experience. Successful candidates will be self-motivated, detail oriented, and able to work well in a team laboratory environment.

This position has multiple openings.

Candidates must be US citizens and able to obtain and maintain a SECRET clearance.

Please submit your resume and a cover letter that outlines why you should be considered for this position and position level.

No phone calls.

SNA International is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity or national origin.",,,
Data Engineer – Entry Level,,4.0 ,,"Our mission: Provide analytics and advice on everything that matters.

Your contribution: Create the infrastructure to generate analysis, insights and products.

As a data engineer at Gallup, you will support a team that develops and implements prototypes and product development. In this role, you’ll work with senior team members to clean, process and manage diverse data from a variety of sources. You’ll use your talents to design, construct, install, test and maintain highly scalable data management systems as well as integrate new data management technologies and software engineering tools into existing structures. You’ll also partner with client teams to develop data pipelines that support a range of enterprise and government projects, including supervised and unsupervised learning methods, time-series forecasting, and network analysis. The result of your contributions? High-quality, easy-to-understand data products.

If you’re ready to apply your data coding and engineering background to an exciting career, join Gallup, and help us change the world through powerful data and analytics.

Who we want:
Perfectionists who are obsessed with attention to the smallest details.
Accomplished go-getters who balance their need for flawless execution with the need to meet client deadlines.
Team players who enjoy working with others to design and implement robust solutions for challenging real-world problems.
Proficient coders who enjoy participating in hackathons and who aren’t satisfied unless they win.
Critical thinkers who thrive when working with a variety of coding and programming languages across multiple systems.
Ingenious architects whose understanding of data engineering fundamentals enables them to conceptualize manual processes, generate coding and create systems to reduce human dependency.
What you need:
A bachelor’s degree from a computer science/engineering, computational social science or operations research program or related field required; master’s degree preferred.
Minimum of one year of experience in designing and building production-level data pipelines via internships, part-time employment, work study or other program required.
Minimum of at least one year of experience in the fundamentals of machine learning and statistics, with an emphasis on the engineering aspects needed to implement these algorithms at scale (e.g., distributed computing) required; knowledge of an open-source statistical programming language (e.g., R, Julia, Stan) is a plus.
Experience with at least one open-source general-purpose programming language (e.g., Python, Go, Rust, Java, JavaScript, PHP, Perl) and knowledge of a second required.
Excellent written and verbal communication with both technical and non-technical audiences.
U.S. citizenship is required by government contract.
What we offer:
A strengths-based, engagement-focused and performance-oriented culture
Virtual workplace opportunities are available
World-class managers who support, position, empower and engage you
Ongoing learning and development opportunities
Mission-driven work that changes the lives of people around the world
Gallup is an equal opportunity/affirmative action employer that celebrates, supports and promotes diversity and inclusion. We will consider all qualified applicants without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation or gender identity, or any other legally protected basis, in accordance with applicable law.",85000,97000,
"Scientist, Manufacturing - Chemistry (entry level)",,3.3 ,,"Job Description
Job Summary:

The Scientist I, Production performs organic chemistry synthesis in a manufacturing environment. This individual will follow written production documents and be technically capable of performing processes and procedures to maintain inventory of those products. The Scientist I, Production possess scientific understanding of team products and their applications, sufficient to complete the work, and suggest potential improvements to manufacturing processes.

Essential Functions:
Produce and conduct analysis of reagents, components, and finished products in accordance with the manufacturing plan.
Maintain accurate inventory of raw materials, WIP, and finished product; use advanced ERP functions.
Analyze and interpret scientific data. Utilize specialized technical knowledge or skills necessary.
Maintain communication with representatives from other departments and teams as required, including coordinating with other teams internal and external to operations to share resources; work across various functions as required.
Actively participate in team activities (conflict resolution, team building, scheduling).
Recognize manufacturing problems, identify variables, perform appropriate experiments, and recommend necessary corrections to manufacturing processes.
Keep a clear, complete and accurate account of all manufacturing and product development work through the appropriate use of Batch Data Records, notebooks, customer reports, work order documents, and other appropriate documentation.
Critically evaluate, revise, or create process documents; ensure that efficient, reproducible, quality manufacturing processes and documents are developed for new and existing products.
Ensure adherence to quality standards in process documents. Continually strive to improve product quality through establishment of more effective or efficient manufacturing processes and quality testing. Effectively communicate the importance of total quality to the members of the team.
Work to achieve department goals and business objectives with respect to quality, on-time completion of work, and safety.
Seek additional training or education for career development (i.e.: attend journal clubs, meetings, and seminars).
As part of an investigative team, initiate and implement appropriate experiments to address failure of product or processes to yield expected results.
Work with team members and planning/purchasing teams to develop and execute a manufacturing schedule consistent with master schedule requirements for team products; coordinate team resources to ensure the most efficient use of time and materials.
Identify and interpret the scientific basis of each manufacturing process in use by the team.
Participate in intra-team or inter-departmental problem solving teams as required.
Participate in New Product Development /product and process development activities.
Work with EH&S to assure guidelines are followed.
Key Skills Include:
Solid technical writing skills.
Excellent time management skills and ability to work independently as required.
Strong organizational skills, including the ability to efficiently evaluate, prioritize and handle multiple and changing projects and priorities.
Strong verbal and written communication skills and the ability to interpret and summarize scientific results in a clear, concise, accurate manner.
Demonstrated ability to formulate and solve problems.
Proven ability to lead and provide work direction required.
Work in a team based environment to manufacture research and commercial products that are scientific in nature for use in the life sciences industry.
Implement production and large scale manufacturing procedures to optimize processes and meet quality requirements. Actively participate and contribute to New Product Development and Introduction, process improvement and team management.
Minimum Qualifications (must have):
Bachelors degree in Chemistry or equivalent disciplines
Experience performing organic synthesis.
Preferred Qualifications (nice to have):
Masters degree in Organic Chemistry.
2-3 years of manufacturing experience.

There is no relocation assistance available for this position.


If you are an individual with a disability who requires reasonable accommodation to complete any part of our application process, click here for further assistance.
Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status.",43000,126000,
"Scientist II/Senior Scientist, Upstream Process Development",,3.5 ,,"We are seeking a highly motivated individual to join us as a Sceintist II, Upstream Development at our Bioprocess Innovation Center located in Morrisville, NC

The successful candidate independently designs, executes and interprets complex laboratory experiments and development activities with priorities set by supervisor to achieve project goals. The individual demonstrates a practical understanding of own scientific discipline and applies knowledge in support of product development and new technologies.

MAJOR ACTIVITIES AND RESPONSIBILITIES:

Responsibilities
Plans, conducts, evaluates, interprets and reports complex laboratory experiments
Develops and reviews new analytical methods or PD plans
Reviews as appropriate procedures, plans, protocols or reports
Expected to evaluate completeness and accuracy of data collected by other scientists to ensure integrity of research.
Accountable for the logical progression of results and interpretation of data.
Familiar with new practices and procedures in relevant literatures and is skilled in finding such procedures/practices.
BACKGROUND REQUIREMENTS:

The position typically requires a MS and 3+ years’ experience, BS and 7+ years’ experience and is an entry level position for a PhD degree with no prior experience

The individual should have demonstrated proficiency in the follow areas

Microbial Fermentation:
Advanced knowledge of chemistry and/or biochemistry and associated techniques
Independent planning, execution and interpretation of routine and non-routine laboratory experiments.
General knowledge of Excel, Word and PowerPoint.
Have acquired broad scientific knowledge within their own scientific discipline and applies best practices to client projects.
An understanding of instruments, computer technology, and data analysis required to successfully complete project work.
Ability to monitor on going experiments and suggest alternates or solutions to unusual occurrences.
FDBU works with technical data, technology and materials that are subject to U.S. export laws and regulations. This position will require access to technical data, technology and source code that is controlled under U.S. export laws and regulations, including but not limited to the International Traffic in Arms Regulations at 22 C.F.R. Parts 120 – 130 and Export Administration Regulations in 15 C.F.R. Part 730 – 774, as may be amended. To conform to these laws and regulations, applicants must be U.S. citizens, lawful permanent residents of the U.S., protected individuals as defined by 8 USC 1324(b)(a)(3) (i.e., asylees and refugees) or otherwise eligible for an export authorization from the U.S. Department of State or U.S. Department of Commerce. Offers of employment will be contingent on the Company’s ability to secure an export authorization. FDBU is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation, gender identify or any other protected class.

FDBU is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation, gender identify or any other protected class.",103000,143000,
Research Scientist - Medicinal Chemistry,,3.3 ,,"Summary:

We are seeking an entry level PhD chemist with strong synthetic organic chemistry skills for a laboratory-based position focused on the design and synthesis of novel small molecule drugs. The successful candidate will work well in a team environment, be innovative in synthetic planning, and highly motivated to help meet team driven goals. This role is based in Boulder, CO and is eligible for a relocation package.

Responsibilities:

Participate in the design of new small molecule drugs
Develop and execute synthetic routes to deliver team objectives
Critically evaluate and troubleshoot reaction sequences
Maintain a high level of productivity in the lab
Evaluate complex data sets to develop strategies aimed at drug optimization
Prepare and present research results to chemistry and project team members
Regularly interact and cooperate with team members across functional areas
Work in partnership with external collaborators
Keep current with the chemistry literature as well as key biology publications related to ongoing projects
Requirements:

Ph.D. in organic chemistry is required prior to start date
Post-doctoral training is preferred
Proven track record through high quality publications and presentations
Excellent written and verbal communication skills
Expertise in NMR, automated chromatography and LC/MS
Ability to multi-task in the laboratory while pursuing multiple targets in parallel
Experience mentoring and working with junior scientists is preferred
Demonstrated ability to carry out multistep synthetic chemistry sequences",70000,100000,
Data Analyst,,5.0 ,,"Position: Data Analyst Location: St. Louis, MO Duration: 18 Months Primary Responsibilities: Facilitate requirements gathering with key business and IT stakeholders by using excellent inquiry and communication skills Translate business requirements into meaningful business specifications and process designs for analytic solutions Provide business and data analysis to determine trends, exceptions, proactive alerts, etc. and make recommendations for the enhancement, correction, and/or development of Nestle Analytic applications Provide technical requirements and recommendations for Testing processes (Automated and Manual) as well as providing testing support of application enhancements and bug fixes Provide business/technical leadership within our project teams as a subject matter expert and conduct/participate in business requirement, technical design, and code reviews Identify indicators of potential problems/issues, perform root cause analysis, and alert business community or technical team with recommended courses of action Continually seek opportunities to increase customer satisfaction and strengthen working relationships Other Skills: Must display a sense of urgency 2. Advanced Excel and SQL Skills are required 3. Must be able to demonstrate leadership and initiative 4. Must have a high level of Customer Service Orientation 5. Clearly communicate both orally and in writing, business/technology concepts across all levels of the organization. 6. Experience with Business Intelligence applications, environments and data tools (current and future needs includes: SAP (desired) Oracle (desired - mid level) SQLServer (desired - mid level) Azure / Azure Data Factory (required - entry level) SSIS / SSAS (desired - mid level) SQL / U-SQL (required - mid level) Business Objects (desired - mid level) Excel Pivot (required - mid level) Power BI (desired - mid level) 3rd Party tools experience desired (i.e. RSi, Shiloh) - provided by DiceAzure,SAP",52000,69000,
