name,company,company_review,location,description,salary_low,salary_high,state
Software Engineer I,FIS,3.4 ,– US-Oklahoma-Oklahoma City,"JOB SUMMARY:
• Develops core versions of software applications for sale to external clients. Identifies clients' purchasing requirements and technical specifications through Product Management and/or client representatives. Interacts with engineering groups to assist in the design changes to equipment and/or software. Trains and communicates with clients on systems application.
• Entry level role. Proficient in at least one higher-level programming language and at least one systems development life cycle model. Develops and prepares less complex computer programs. May assist in the design and preparation of all levels of logic flow charts, preparation of test data, testing and debugging programs, preparation of documentation of all procedures used throughout the system. Competent to work on several phases of programming with only general direction, but requires some instruction and guidance for other phases. Typically requires up to three years of software engineering work experience or an equivalent combination of education and experience.
GENERAL DUTIES AND RESPONSIBILITIES:
• Technology stack: C#, Java Script, HTML, Boostrap, Angular, Typescipt, C++
• Analyzes, designs, programs, debugs, and modifies software enhancements and/or new products used in local, networked, or Internet-related computer programs. Code must be used in the core version of applications available for sale commercially and not that which is customized to meet a specific client’s implementation of the application.
• Interacts with product managers and/or users to define system requirements and/or necessary modifications.
• Participates in software design meetings and analyzes user needs to determine technical requirements.
• Write technical specifications based on conceptual design and stated business requirements.
• Writes code, completes programming, and performs testing and debugging of applications using current programming languages and technologies.
• Completes documentation and procedures for installation and maintenance.
• Trains and communicates with internal Client Training, Client Relationship, and Sales teams on systems application.
• May be responsible to develop or execute project plans, budgets, and schedules and for documenting work and results.
• May deliver informational and decision-seeking presentations to technical and business groups to internal and/or external audiences.
• Performs additional related duties as assigned.
EDUCATION REQUIREMENTS:
A Bachelor’s degree in Computer Engineering, Computer Science or other related discipline; or equivalent combination of education and experience that is required for the specific job level.
GENERAL KNOWLEDGE, SKILLS AND ABILITIES:
• Knowledge of FIS’s products and services; in-depth knowledge of products and services in assigned line(s) of business
• Knowledge of financial services industry
• Knowledge of end-to-end systems development life cycles (e.g., waterfall, iterative and other modern approaches to software development)
• Knowledge of standards relevant to the software industry (e.g., ISO, CMM, Six Sigma)
• Knowledge of banking practices, regulations and operations within assigned line(s) of business
• In-depth understanding of design patterns and their application
• Fluency in developing and understanding sequence diagrams, class models, etc.
• Proficiency in solutions design and requirements definition disciplines leveraging model driven design based tools and techniques including conceptual solution component models, business process models, use cases, etc.
• Outstanding verbal and written communication skills to technical and non-technical audiences of various levels in the organization (e.g., executive, management, individual contributors)
• Excellent analytical, decision-making, problem-solving, team, and time management skills
• Ability to persuade and influence others on the best approach to take
• Ability to estimate work effort for project sub-plans or small projects and ensure the project is successfully completed
• Positive outlook, strong work ethic, and responsive to internal and external clients and contacts
• Willingly and successfully fulfills the role of teacher, mentor and coach
• May require in-depth knowledge of networking, computing platform, storage, database, security, middleware, network and systems management, and related infrastructure technologies and practices",51000,85000,OK
Embedded Software Engineer,Siemens,3.9 ,"– Johnson City, Tennessee","SunIRef:it

Embedded Software Engineer - Johnson City, TN - **********

Find Jobs
Company Reviews
Find Salaries
Find Resumes
Employers / Post Job
Upload your resume
Sign in

Home

whatjob title, keywords, or company

wherecity, state, or zip code

Find Jobs

Advanced Job Search

Embedded Software Engineer

Siemens

6,786 reviews
Johnson City, TN
Siemens

6,786 reviews

Read what people are saying about working here.

Division: Digital Factory
Business Unit: Country Division Controller
Requisition Number: ******
Primary Location: United States-Tennessee-Johnson City
Assignment Category: Full-time regular
Experience Level: Entry level
Education Required Level: Bachelor's Degree
Travel Required: 5%

Job Description:

Position Overview

Are you ready to be part of an international project team creating innovative products for the global Industrial Automation market?

As a Software Engineer you will be responsible for designing and implementing embedded software solutions for Siemens Industrial Automation product portfolio. You will participate as part of an international project team working on the S7-1200/1500 programmable logic controller systems. The position is part of an R & D organization and you will be working directly for one of the Engineering Managers in the R & D department on a team of approximately 30 engineers. Collaboration, teamwork, written and verbal skills are very important when working on international projects with a very diverse workforce from all over the globe.

Responsibilities

The position's primary responsibility is to design and implement software solutions that add features to an existing product line. Understanding of the product line and technical specifications is necessary in order to implement the assigned areas of responsibility. Assignments will include simple and complex software subsystems or domains. Required to estimate own work and to implement to estimations. Excellent collaboration with other project team members is critical. Team members include local developers (on-site) and remote developers located in Germany and throughout the globe.

Required Knowledge/Skills, Education, and Experience

Bachelor of Science in Computer Science or Computer Engineering is required. As an embedded software developer, experience with C++ is highly desirable. The ideal candidate must work effectively in a team environment and be willing to travel up to 5% of the time.

Preferred Knowledge/Skills, Education, and Experience

Knowledge of Industrial Automation products is preferred. Prior use of Team Foundation Server (TFS) or GIT source control systems is desired. Experience with webserver development and Wireshark analysis of HTTP traffic is also desired.

LI-CYL

Siemens - 4 hours ago - report job - original job

On Company Site

Save this job",63000,104000,TN
Entry Level Software Engineer,WebstaurantStore,3.8 ,"– Tampa, Fl","Job Description

Looking for the start-up feel, but with a well-established and still rapidly growing company? Do you have a desire to work on a variety of awesome projects using cutting edge technologies? Want to be an integral part in forming a core development team at a satellite location in Tampa due to expansion? This is an opportunity for you!

Clark Associates is looking for Entry Level Software Engineer candidates to join our growing company. This role focuses on web application development and is a key part of growing the many facets of our business.

As an Entry Level Software Engineer, you will be:
Working effectively in a collaborative and innovative team-oriented environment
Taking start-to-finish ownership of the full development lifecycle
Developing large cutting-edge software solutions for both internal and external needs
Organizing and managing multiple priorities
Working with the many companies of Clark Associates
We are looking for driven, motivated candidates who have:
Four year degree in related field or equivalent work experience
An understanding of HTML, CSS, and JS
An understanding of at least one server side language, which may include C#, PHP, ColdFusion or Java
A understanding of computer science principles, including OOP
Strong self-management skills
Effective written and verbal communication skills
Ambition and passion about technology and the Web
We offer competitive compensation and a comprehensive benefits package including paid time off, medical/dental insurance, gym membership reimbursement, 401k with company match, profit sharing along with an annual bonus.

If you are ready for a challenge, and have the ambition to succeed in a fast paced, growing industry, we would love to discuss this opportunity with you! Submit your resume and apply online today.

No visa, No H-1B, W2 only

Apply to this Job",45000,76000,
Software Engineer I - (E1),Applied Materials,3.7 ,"– Gloucester, MA","Performs routine assignments in the entry level to a professional job progression. Typically has knowledge of and exposure to fundamental theories, principles and concepts. Develops competence by performing structured work assignments. Uses existing procedures to solve routine or standard problems. Receives instruction, guidance and direction from others.


**Key Responsibilities**









1. Develops code for software projects. Designs and implements bug fixes.


2. Designs general software projects.


3. Performs software tests on code and enhancements.


4. Develops software documentation.


5. Troubleshoots software problems of limited difficulty.


6. Interfaces with internal customers for requirements analysis.


7. Compiles data for regularly scheduled or special reports, analysis and statements.











**Functional Knowledge**









+ Demonstrates conceptual knowledge of theories, practices and procedures within a discipline











**Business Expertise**









+ Applies general knowledge of business developed through education or past experience











**Leadership**









+ No supervisory responsibilities; accountable for developing technical contribution











**Problem Solving**









+ Uses existing procedures to solve standard problems; analyzes information and standard practices to make judgments











**Impact**









+ Has limited impact on own work team; works within standardized procedures and practices to achieve objectives and meet deadlines











**Interpersonal Skills**









+ Exchanges straightforward information, asks questions and checks for understanding








**Qualifications**



**Education**









+ Bachelor's Degree


+ Up to 1 Years of Experience






Applied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities.



**Primary Location:** Massachusetts-MA,Gloucester



**Job Title:** Software Engineer I - (E1)



**Job:** Engineering



**Requisition ID:** 1807254



**Shift:** Day Job



**Travel:** No



**Posting Type:** Internal / External



**Relocation Package:** Domestic Lump Sum",74000,121000,MA
Test Engineering Intern,Johnson Controls,3.1 ,– WI,"What you will
do

This is a pre-entry level engineering internship position.
The individual will be joining a team that develops Heating, Ventilation, and
Air Conditioning equipment control software, Building Automation Systems and
Smart Building products used by our customers to run their buildings and manage
their energy costs. The individual will work as part of a team under the
direction of experienced engineers to apply and enhance engineering development
skills and develop tests suites for software applications, products and tools.

How you will do
it:

As a member of the product
development team for the Building Technology and Solutions business, the
individual will assist the engineers in the developing, testing and supporting
of control related products for BT&S. This includes:
Learning about general system
components and requirements of BT&S.
Designing, building and setting up
automated test configurations required to execute the assigned test plans.
Developing and supporting
requirements-based test automation and tools for integration and
system-level test activities; this includes designing and implementing new
test automation based on customer and product use-cases and requirements.
Developing and executing detailed
test specifications and recording, tracking and reporting on detailed
results.
Debugging test failures and
producing detailed bug reports
Assisting with troubleshooting
product defects including recreating defects and validating defects when
corrected.
Working on small projects that aid
in the development, simulation and emulation of our products.
The ideal candidate will have an
interest in understanding many disciplines especially: control systems,
digital control logic, programming, hardware and software, thermodynamics,
and HVAC systems.
Duration: This is a year round
internship starting immediately. Candidates must be attending school in the Milwaukee
area and available to work a minimum of 12 hours/week during the semester and
40 hours/week during the summer.
#internship

What we look
for
Currently enrolled as a full-time student at an
accredited U.S. college or university
Working toward a B.S. in Electrical, Computer, or
Software Engineering at an accredited university.
Basic software programming skills.
C/C or Python experience is a plus, but not required.
Experience with Matlab and/or Simulink preferred.
Basic understanding of analog and digital circuits is
preferred.
An ability to learn quickly and independently.
Strong communication skills (verbal and written).
Ability to stand out, overcome barriers, and deliver
results.
U.S. citizen or legal right to work in the U.S.
Must be able to work 12 or more hours per week during
the school year and 40 hours a week during summer break.

About JCI’s
Internship/Co-Op Program:

During your assignment with JCI, you may have a variety of
developmental opportunities in addition to your work assignments, such as,
roundtable discussions with senior leaders to skill-building workshops,
networking events, and community activities.
No matter what your assignment, you will be presented with exceptional
opportunities that help you explore diverse career paths! For more information on our company, a list
of other intern/co-op opportunities, or to create a profile you can visit us at
www.johnsoncontrols.com/careers

Johnson Controls is an equal employment
opportunity and affirmative action employer and all qualified applicants will
receive consideration for employment without regard to race, color, religion,
sex, national origin, age, protected veteran status, status as a qualified
individual with a disability, or any other characteristic protected by law. For
more information, please view EEO is the Law. If you are an individual with a
disability and you require an accommodation during the application process,
please visit www.johnsoncontrols.com/tomorrowneedsyou.",73000,87000,WI
"Associate Software Developer, Administration Technology Services",University of Nevada Las Vegas,3.9 ,"– Las Vegas, NV","The University of Nevada, Las Vegas (UNLV) appreciates your interest in employment. We ask that you keep in mind the following when completing your application:
Once you start the application process you cannot save your work. Please ensure you have all required attachment(s) available to complete your application before you begin the process.
Required attachments are listed below on the posting. Your application will not be considered without the required attachments.
Please note that applications must be submitted prior to the close of the recruitment.
Once a recruitment has closed, applications will no longer be accepted. If you need assistance or have questions regarding the application process, please contact Human Resources at (702) 895-3504 or applicant.inquiry@unlv.edu.
Job Description
The University of Nevada, Las Vegas invites applications for Associate Software Developer, Administration Technology Services [R0111773]
PROFILE of the UNIVERSITY
UNLV is a doctoral-degree-granting institution of approximately 29,000 students and more than 3,000 faculty and staff that is classified by the Carnegie Foundation for the Advancement of Teaching as a research university with high research activity. UNLV offers a broad range of respected academic programs and is on a path to join the top tier of national public research universities. The university is committed to recruiting and retaining top students and faculty, educating the region's diversifying population and workforce, driving economic activity through increased research and community partnerships, and creating an academic health center for Southern Nevada that includes the launch of a new UNLV School of Medicine. UNLV is located on a 332-acre main campus and two satellite campuses in Southern Nevada. For more information, visit us on line at: http://www.unlv.edu
COMMITMENT to DIVERSITY
The successful candidate will demonstrate support for diversity, equity and inclusiveness as well as participate in maintaining a respectful, positive work environment.
ROLE of the POSITION
This position provides application development, reporting / data analytics, and technical support to Administrative Services business units within UNLV Finance & Business. In addition to product and application support, this position will provide the following IT services:
End-user technical support and training
Existing product maintenance and support
Creation of user and technical support documentation
The incumbent must have (or be able to build) specific skill and knowledge in the following areas:
Application Development: The incumbent must be able to translate system design into a finished application, modification, or report through the use of relational database queries, procedural programming and object-oriented development methodologies.
Technical Support: The incumbent must be able to write technical and user-oriented documentation in support of the technologies they develop and support. The incumbent must also perform related software maintenance tasks, workstation support, technology support and integration among systems.
Team: The incumbent must be able to both work independently and as a junior member of a team.
Scope, Size, & Impact: The incumbent is expected to work on projects that are small to moderately large in size and scope, and will impact a varying number of departments or units, with supervision.
Complexity: The incumbent is expected to work on projects that are simple to moderate in complexity, with supervision.
Skillset: The incumbent must have entry level skills related to those currently being used in Software Engineering. The incumbent must be knowledgeable (or the ability to build knowledge) in current standards and evolving technologies. While not initially required to have previous experience, the incumbent must become proficient with existing tools and languages used in existing applications; including but not limited to: HTML, PHP, XML, VB, C/C++, CSS and SQL, as well as networking protocols utilized in the integration of systems.
In addition, the incumbent should also have the:
Ability to meet deadlines
Ability to work effectively in a diverse workforce
Ability to express ideas clearly and concisely, orally and in writing, to groups and to individuals
Ability to prepare complete and accurate reports, documents and applications (with supervision)
Ability to recognize deficient processes and develop recommendations, methods, and procedures for improving efficiency in the functional unit (with supervision)
Ability to receive constructive instruction from higher level employees
QUALIFICATIONS
This position requires a CS, MIS, or related Bachelor’s degree from a regionally accredited college or university and 1-2 years related professional experience preferred.
SALARY RANGE
Salary competitive with those at similarly situated institutions. Position is contingent upon funding.
APPLICATION DETAILS
Submit a letter of interest, a detailed resume listing qualifications and experience, and the names, addresses, and telephone numbers of at least three professional references who may be contacted. Applicants should fully describe their qualifications and experience, with specific reference to each of the minimum and preferred qualifications because this is the information on which the initial review of materials will be based.
Although this position will remain open until filled, review of candidates’ materials will begin on September 14, 2018 and best consideration will be gained for materials submitted prior to that date. Materials should be addressed to Rebecca Paulson, Search Committee Chair, and are to be submitted online as we do not accept emailed materials. For assistance with the application process, please contact UNLV Human Resources at (702) 895-3504 or applicant.inquiry@unlv.edu.
SPECIAL INSTRUCTIONS FOR INTERNAL NSHE CANDIDATES
UNLV employees or employees within the Nevada System of Higher Education (NSHE) MUST use the “Find Jobs” process within Workday to find and apply for jobs at UNLV and other NSHE Institutions. Once you log into Workday, type \""Find Jobs\"" in the search box which will navigate to the internal job posting site. Locate this specific job posting by typing the requisition number, “R0111773” in the search box.
If you complete an application outside of the internal application process, your application will be returned and you will have to reapply as an internal applicant which may delay your application.
EEO/AA STATEMENT
UNLV is an Equal Opportunity / Affirmative Action educator and employer committed to achieving excellence through diversity. All qualified applicants will receive consideration for employment without regard to, among other things, race, color, religion, sex, age, creed, national origin, veteran status, physical or mental disability, sexual orientation, genetic information, gender identity, gender expression, or any other factor protected by anti-discrimination laws. The University of Nevada, Las Vegas employs only United States citizens and non-citizens lawfully authorized to work in the United States. Women, under-represented groups, individuals with disabilities, and veterans are encouraged to apply.
Job Category
Administrative Faculty
Exempt
Yes
Full-Time Equivalent
100.0%
Required Attachment(s)
Submit a letter of interest, a detailed resume listing qualifications and experience, and the names, addresses, and telephone numbers of at least three professional references who may be contacted.
Posting Close Date
Note to Applicant
This position may require that a criminal background check be conducted on the candidate(s) selected for hire.
HR will attempt to verify academic credentials upon receipt of hiring documents. If the academic credentials cannot be verified, HR will notify the faculty member that an official transcript of their highest degree must be submitted within thirty days of the faculty member’s first day of employment.
References will be contacted at the appropriate phase of the recruitment process.
As part of the hiring process, applicants for positions in the Nevada System of Higher Education may be required to demonstrate the ability to perform job-related tasks.
For positions that require driving, evidence of a valid driver's license will be required at the time of employment and as a condition of continued employment.
All document(s) must be received on or before the closing date of the job announcements (if a closing date is provided).
Recruitments that provide a work schedule are subject to change based on organizational needs.",96000,149000,NV
.NET Software Engineer I,Hill-Rom,3.6 ,– United States-North Carolina-Cary,"Position Summary
At Hill-Rom, we bring passion, dedication and innovation to work. We offer employees challenging work experiences, collaborative team environments, and comprehensive benefits. However, the strongest reason to work at Hill-Rom is the opportunity to make a true difference in peoples’ lives by enhancing outcomes for patients and their caregivers.

Hill-Rom’s patient safety software solutions analyze real-time clinical data from point-of-care devices to identify risk and communicate hospital defined actions to healthcare providers. As part of this high growth initiative, the Software Engineer I position is an entry level position of professional work requiring a bachelor degree in engineering with no experience. Assignments are designed to develop professional work knowledge and abilities. Works under close supervision on required tasks. Performs routine engineering work requiring application of standard techniques, procedures and criteria in carrying out tasks. Limited judgment on details of work.
SCOPE
Learns products, procedures and policies appropriate for role
Work is typically of a routine technical nature; may act as a member of a project design, process or service team
Applies knowledge typically required from formal education or training
Responsible with others for sub-processes or component elements of a project
Work and outcomes are dictated by company policies and/or senior staff
Conducts research and tests to troubleshoot, validate and support own work or that of other staff
May suggest and implement design or process modification or enhancements, subject to approval
COMPLEXITY
Assignments and objectives typically involve use of established and well-defined technologies and processes
Applies basic technical and scientific principles to solve problems and assigned tasks
Decision-making ability is confined to own work; tactical in nature
May determine problem causes and implement corrective action within established processes
Activity is defined by objectives, processes and/or supervisor; independent action is limited to that approved by more senior staff
INFLUENCES/IMPACT/INTERACTION
Emphasis is on execution and implementation; little or no influence on product or process design
Routine interaction with own team or function; occasional interaction across functions
Initiatives are primarily current year focused
May participate/observe meetings with suppliers and possibly external customers to exchange information
Failure to perform would be quickly detected and rectified with other staff
Work impact on own team/function; little to no impact on other teams/functions
SUPERVISION
Frequent oversight and feedback on work assignments and progress from immediate supervision
Plans own work within established framework; may participate in project planning
Requires direction on work procedures, relationships, and ""how to get things done”
Annual objectives are task oriented with explicit expectations; minimal latitude to deviate from prescribed processes
Priorities, deadlines and allocation of time closely managed by supervisor
EDUCATION / EXPERIENCE
Bachelor's degree - Software Engineering or Computer Science
Minimum 0-2 years experience writing C# .NET code or Web Applications using Angular
Understanding of Object Oriented Concepts
Learns Software Dev Life Cycle (SDLC), coding standards and software technologies and tools
Responsible for writing verification tests
Write utilities to support internal processes
Implement code with direction from senior staff
Exposure to Software Configuration Management and SDLC
Excellent verbal and written communication skills",62000,102000,NC
Software Developer - Entry Level,CommIT Enterprises,4.0 ,"– Annapolis Junction, MD","Software Developer - Entry Level

Position Location(s): Annapolis Junction, MD

Position Description: Computer Science Students graduating in December 2017 or May 2018 with a B.S. or M.S. in Computer Science or Software Development ONLY to join our focused and highly-specialized software development team. (Please no Information Technology Majors.)

If you are a contributor eager to be a part of the complex cyber discovery and defense mission with a broad range of solid computer development skills and an aptitude for prototyping, innovative development and analyzing hacking techniques , this role is for YOU.

You will be working with a small team charged with employing the agile methodology to prototype solutions to complex Cyber, SIGINT, Research, or Embedded Engineering problems.

You should be the “A” team player, who can operate on their own or as part of a focused discovery team, enjoy fast-paced, ambiguous challenges, bringing solid development chops across several technologies including: JAVA, C++, Angular JS, NodeJS, ExtJS, Python, Ruby on Rails, Rest services, Tomcat, JSON, IBM InfoStreams, Storm, Map-Reduce, Hadoop, Accumulo, Git, and XML.

You’ll work on small development teams responsible for building mission capabilities from the ground up throughout the lifecycle from requirements into development execution and deployment in operational environments – your work matters!

Objectives and Responsibilities: Bachelor’s or Master’s degree in Computer Science from an accredited college or university is desired. (No Information Technology Majors, please) Must be willing and able to obtain a Top Secret Clearance with a full-scope polygraph, which means no illegal drug use in the past 12 months, no DUI's, no criminal convictions, limited ongoing Foreign National Associations, no mistreatment of computers, etc.

U.S. Citizenship is required

Clearance: TS/SCI with Polygraph is required

Education: Computer Science Students graduating in December 2017 or May 2018 with a B.S. or M.S. in Computer Science or Software Development.

Submit Resume (Please include the position description in the subject line when submitted): Principal Software Engineer - Knowledge Management",,,MD
Assistant Staff - Entry Level Software Engineer,MIT Lincoln Laboratory,4.0 ,"– Lexington, MA","Assistant Staff - Entry Level Software Engineer
Apply now »

Date:
Nov 20, 2018

Location:

MA, US

#job-location.job-location-inline {
display: inline;
}

Company:
MIT Lincoln Laboratory
The candidate will work with technical staff on a broad range of software development efforts to support sensor, video, and analytic systems. The work will require an ability to learn new programming languages and development tools on a diverse range of projects. These could include embedded programming, interfacing with hardware systems, GUIs, and mobile devices. At a minimum, candidates should have a B.S. in Computer Science or Computer Engineering with an internship or other programming experience.

Required Skills:
C++ and either Java or Python (all three preferred) programming experience
Comfortable with multithreaded programming and thread synchronization techniques
Understanding of the concepts of data communications
Familiar with relational databases and SQL
Windows and Linux operating system experience
Ability to program, debug, and test complex systems and produce high quality software
Excellent oral and written communication skills, the ability to work well on a team and individually, set priorities, and handle multiple tasks simultaneously
Preferred Skills:
Familiarity with hardware debugging and tools (scopes, analyzers, etc.)
Experience using Git source code management software or equivalent
Effective working in an Agile team environment
MATLAB programming experience
Android OS development experience
Requisition ID: 24681

For Benefits Information, click http://hrweb.mit.edu/benefits

MIT Lincoln Laboratory is an Equal Employment Opportunity (EEO) employer. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, age, veteran status, disability status, or genetic information; U.S. citizenship is required.

Job Segment:
Developer, Engineer, Software Engineer, Embedded, Computer Science, Technology, Engineering

Apply now »",62000,103000,MA
"Entry Level Software Engineer – Kalamazoo, MI",Revature,3.8 ,"– Kalamazoo, MI","Revature is a rapidly growing technology company that is focused on providing its Fortune 500 clients with the best software engineers in the country. Revature Software Engineers work with some of the top companies in the country, on projects that make a difference.

We are looking for several passionate and ambitious Software Engineers to design, develop and install software solutions. The successful candidate will be able to build and support enterprise level applications in compliance with coding standards and technical design.

What We Are Looking For:
BA/BS in Computer Science, IT, Engineering, Mathematics or related field
0-3 years experience
The passion and drive to expand your coding skills
Excellent problem solver
Solid understanding of Object Oriented Programming
Outstanding verbal and written communication skills to effectively collaborate with team
Exposure to one of the following: Java, Javascript, C++, CSS
Solid foundational knowledge of SQL
Must be authorized to work in the US on a permanent basis - ability to secure US government security clearance if needed
Ability to relocate anywhere in the US
Revature is not currently sponsoring work visas or transfers at this time.

What We Offer:
Competitive Salary
Relocation Assistance
Corporate Housing
Health, Vision and Dental Insurance
Paid Time Off
Enterprise level development training
Life Insurance
401K
Mentoring and on-going support throughout your entire Revature career
Experience with one of the world's most largest and most reputable companies in the US
Suitable candidates are encouraged to apply immediately

#Ind123
Quick Apply",,,MI
Test Engineer - Entry Level,Vidoori inc,4.4 ,"– Maryland/Washington DC Region, Other","Job Description:

Vidoori, Inc., a rapidly growing small business that specializes in building strong engineering teams that provide high quality, modern technical solutions to our clients is seeking an Entry Level Test Engineer who:
Conceptually understands the role of Integration and Testing in the SDLC
Helps solve complex problems that require the regular use of ingenuity and creativity
Performs work with minimal direction, but willing to ask questions as needed
Can aid in decision making process to meet organizational objectives
Looks for continued personal and career growth in a technical industry
Required Experience:

Required Qualifications
Excellent communication skills (verbal & written)
Proficient in Microsoft Office suite
Knowledge of software testing methodologies and principles
Familiar with configuration management concepts
Attention to detail and excellent problem solving skills
Preferred Qualifications
Defect reporting, and management
End to end testing
Functional testing
Writing and executing test cases
Troubleshooting and debugging
Performance testing
Knowledge of enterprise-level test automation frameworks
Familiarity with Agile environment
General knowledge of some programming languages (Node.js, Java, .NET, etc.)
Familiarity with SW tools and compilers
Application database and integration across computing platforms
General knowledge of system design, analysis, requirements gathering
Scripting (VBScript, Perl, Python)
Understanding of CM processes/tools
Technologies and Tools

Preferred that candidate has experience with or knowledge of the following: RHEL, Windows, MS SQL, IBM Rational Quality Manager, UFT/QTP, VMware, AWS, Selenium, SoapUI, HP Performance Center/LoadRunner

Experience

Seeking 0-3 years of experience with a Bachelor’s Degree (Related Masters degree may qualify as a substitute for two years of practical experience.)

Location

Maryland/Washington DC Region

Residency

Authorized to work in the US (US Citizen, US Green Card)

Clearance

Public Trust(Or ability to obtain Public Trust Clearance)

We are an equal opportunity employer with a commitment to diversity. All individuals, regardless of personal characteristics, are encouraged to apply.

If you are a candidate in need of assistance or an accommodation in the application process, please contact hr@vidoori.com.
Keyword: RHEL, Windows, MS SQL, IBM Rational Quality Manager, UFT/QTP, VMware, AWS, Selenium, SoapUI, HP Performance Center/LoadRunner
From: Vidoori inc

Apply now",,,MD
"Entry Level Software Engineer – Bend, OR",Revature,3.8 ,"– Bend, OR","Revature is a rapidly growing technology company that is focused on providing its Fortune 500 clients with the best software engineers in the country. Revature Software Engineers work with some of the top companies in the country, on projects that make a difference.

We are looking for several passionate and ambitious Software Engineers to design, develop and install software solutions. The successful candidate will be able to build and support enterprise level applications in compliance with coding standards and technical design.

What We Are Looking For:
BA/BS in Computer Science, IT, Engineering, Mathematics or related field
0-3 years experience
The passion and drive to expand your coding skills
Excellent problem solver
Solid understanding of Object Oriented Programming
Outstanding verbal and written communication skills to effectively collaborate with team
Exposure to one of the following: Java, Javascript, C++, CSS
Solid foundational knowledge of SQL
Must be authorized to work in the US on a permanent basis - ability to secure US government security clearance if needed
Ability to relocate anywhere in the US
Revature is not currently sponsoring work visas or transfers at this time.

What We Offer:
Competitive Salary
Relocation Assistance
Corporate Housing
Health, Vision and Dental Insurance
Paid Time Off
Enterprise level development training
Life Insurance
401K
Mentoring and on-going support throughout your entire Revature career
Experience with one of the world's most largest and most reputable companies in the US
Suitable candidates are encouraged to apply immediately

#Ind123
Quick Apply",40000,67000,OR
Software Programmer/Test Engineer,Hexagon AB,3.3 ,– US-AL-Huntsville,"Overview

Hexagon PPM (formerly Intergraph Process, Power & Marine) is the leading global provider of engineering software and project control solutions. We transform unstructured information into a smart digital asset, empowering our clients to visualize, create, and manage the life cycle of facilities and structures of all complexities. For more information visit HexagonPPM.com

Hexagon PPM is part of Hexagon (Nasdaq Stockholm: HEXA B; Hexagon.com), a leading global provider of information technology solutions that drive productivity and quality across geospatial and industrial landscapes.

Responsibilities

Hexagon PPM is seeking a highly motivated individual for an entry level position to assist in the development activities of the 2D/3D CAD platform. Candidates considered for employment within the PPM development and quality assurance organization must be well-rounded, self-motivated, and team players. Candidates must be able to adapt quickly, by learning methodologies and technologies through formal and ad-hoc training as well as on-the-job training. The candidate will function as the team’s quality advocate and be working with experienced developers and software architects to provide solutions for generic 2D/3D modeling problems.

Assignments require the use of independent judgment and the application of programming, software principals, theories, and concepts. Candidate will perform other reasonable and related duties such as:
Development Team Quality Advocate that helps direct team on architecture, resource management, quality and automation metrics, compatibility, testability, code reuse, manual test reduction, automation, and participate in design reviews.
Skill set that includes direct experience in software development, scripting, how to manually test software for bugs, and indirect domain knowledge.
The knowledge of software development is often focused on testability, robustness, and performance, and that plays a contributory role in the creation of new software.
Define regression, new feature, and performance testing framework with relevant metrics, as well as defining the strategy for continuing testing efforts in new and upgraded products.
Create and execute automated and manual procedures and test scenarios based on software architecture.
Analyze data and communicate test results with multiple levels of the PPM organization.
Use strong analytical skills to solve complex problems in a timely manner while adapting to changing priorities.
Conduct technical presentations and participate in technical workshops and training.
May include technical support, consulting, and training.
The applicant will interface with internal customers including software development, documentation and product planning.
Qualifications

The selected candidate should have a Bachelors/Masters degree in Computer Science, Computer Engineering, or a related Engineering discipline.

The selected candidate must have a working knowledge of Windows OS, many programming languages including C++ and C#, database concepts, user interfaces, and an understanding of object-oriented programming concepts. The selected candidate should also have a working knowledge of JavaScript, web technologies, TFS, Visual Studio, common design patterns, and agile software development methodology (scrum) is a plus.",62000,75000,AL
