,Region Name,Region Type,Type,Current,Month Over Month,Quarter Over Quarter,Year Over Year,5 Year Annualized,10 Year Annualized,Current.1,Month Over Month.1,Quarter Over Quarter.1,Year Over Year.1,Current.2,Month Over Month.2,Quarter Over Quarter.2,Year Over Year.2,Current.3,Month Over Month.3,Quarter Over Quarter.3,Year Over Year.3,Current.4,Month Over Month.4,Quarter Over Quarter.4,Year Over Year.4,Current.5,Month Over Month.5,Quarter Over Quarter.5,Year Over Year.5,Current.6,Month Over Month.6,Quarter Over Quarter.6,Year Over Year.6,Current.7,Month Over Month.7,Quarter Over Quarter.7,Year Over Year.7,Current.8,Month Over Month.8,Quarter Over Quarter.8,Year Over Year.8,Current.9,Month Over Month.9,Quarter Over Quarter.9,Year Over Year.9,Current.10,Month Over Month.10,Quarter Over Quarter.10,Year Over Year.10,Current.11,Month Over Month.11,Quarter Over Quarter.11,Year Over Year.11,Current.12,Month Over Month.12,Quarter Over Quarter.12,Year Over Year.12,Current.13,Month Over Month.13,Quarter Over Quarter.13,Year Over Year.13,Current.14,Month Over Month.14,Quarter Over Quarter.14,Year Over Year.14,Current.15,Month Over Month.15,Quarter Over Quarter.15,Year Over Year.15,rent,state
11,Hawaii,state,All Homes,620100,0.0016152479405588758,0.007473598700243705,0.06400137268359643,0.0616,0.027,0.22790000000000002,0.010199999999999996,0.00919999999999998,0.0769,---,---,---,---,0.1424,0.016079840511987006,0.02238659093669499,0.0439405105085576,507,0,0.0099601593625498,0.05186721991701245,0.031,0.000751739525261601,0.0014219531214164994,-9.584889770419824e-05,624000,-0.0016,0.014634146341463417,0.041736227045075125,---,---,---,---,0.6737000000000001,-0.002600000000000051,-0.00430000000000021,-0.09360000000000014,---,---,---,---,517,0.0037259616820711937,0.010518407212623397,0.043875210938514646,2300,0.0,-0.04166666666666666,0.0,2.3898,-0.02017318719940727,-0.012207115550624002,-0.013586207681165498,---,---,---,---,2352,0.0017035775127768314,0.000851063829787234,-0.022037422037422035,1.9360000000000002,0,0,-0.018255578093306305,620100,HI
12,Idaho,state,All Homes,246200,0.01483924154987634,0.04101479915433403,0.14192949907235622,---,---,---,---,---,---,---,---,---,---,0.1685,0.010278304739566995,0.0032928671099699968,0.02749702967947199,150,0.013513513513513513,0.04166666666666666,0.13636363636363635,0.025400000000000002,-0.0012602483288003973,-0.0018125479497498986,-0.0016077005767838992,299900,0.0,0.0,0.11115227862171174,---,---,---,---,---,---,---,---,---,---,---,---,161,-0.00025649342548769976,0.012811099688843728,0.15695409948964298,1350,-0.01818181818181818,0.0,0.08,0.9434,0.0018867924528301423,-0.020506106399261502,0.09707742605633174,---,---,---,---,1244,0.0024174053182917004,0.0024174053182917004,-0.0008032128514056225,0.792,0.0025316455696202554,0.0025316455696202554,0.0025316455696202554,246200,ID
13,Illinois,state,All Homes,178000,0.004514672686230248,0.011363636363636364,0.05014749262536873,0.0473,-0.0036000000000000003,0.304,-0.0038000000000000256,0.019500000000000028,0.01719999999999999,---,---,---,---,0.2209,0.007270244477698995,0.01589013619621401,0.02919582326145001,132,0.007633587786259542,0.015384615384615385,0.05600000000000001,0.028800000000000003,0.0002527299716544995,-0.0002913758575955017,-0.0005799233614567001,229900,0.0,-0.02128565346956152,0.04981962646696196,185200,-0.014893617021276596,-0.060851926977687626,-0.0005396654074473826,0.5915,0.011000000000000015,-0.03549999999999997,-0.02710000000000001,---,---,---,---,148,-0.0031439306801661466,-0.006630848953523778,0.08719855605526369,1600,-0.003115264797507788,-0.030303030303030304,0.003134796238244514,1.2696,0.0005679548115949158,-0.01065830721003267,0.037784644829609665,---,---,---,---,1487,0.0020215633423180594,0.0013468013468013469,-0.013925729442970823,1.12,0.0017889087656529532,0.0017889087656529532,-0.015817223198593845,178000,IL
14,Indiana,state,All Homes,139000,0.008708272859216255,0.028867505551443372,0.10317460317460317,---,---,---,---,---,---,---,---,---,---,0.20120000000000002,0.016961706814125,0.021087967219934996,0.027990894796192975,92,0.01098901098901099,0.045454545454545456,0.10843373493975904,0.029400000000000003,-0.0007657500870169987,-0.0006370688811917002,-0.0006063072141310011,179000,-0.005002779321845469,-0.03132500128525314,0.053560918187168925,---,---,---,---,---,---,---,---,---,---,---,---,103,-0.00464273333966411,-0.00678623316828884,0.07597400119563745,1100,0.0,-0.004545454545454545,0.04335397808480228,0.81,-0.003048233817464663,0.003793592028885692,0.03564003515465322,---,---,---,---,1109,0.0027124773960217,0.0009025270758122744,-0.015097690941385435,0.7260000000000001,0.002762430939226522,0,-0.02156334231805932,139000,IN
15,Iowa,state,All Homes,141500,0.004971590909090909,0.017985611510791366,0.04892512972572276,0.0422,0.024900000000000002,0.2525,0.006499999999999986,-0.04489999999999998,-0.20989999999999995,---,---,---,---,0.1459,0.002199104125042002,0.015047049748890994,0.00442909034335699,115,0,0.008771929824561403,0.045454545454545456,0.0317,0.0008176110396216041,0.0008822318807468,-9.456909605409791e-05,169900,-0.015072463768115942,-0.050837988826815644,0.005325443786982248,---,---,---,---,0.6722,-0.003400000000000034,0.06949999999999995,0.2219,---,---,---,---,127,-0.007530644133362403,-0.01907500364302368,0.03006391115032235,1050,-0.023255813953488372,-0.0410958904109589,-0.027777777777777776,0.9853000000000001,0.0026319645776645283,-0.01343377635197057,-0.011564470335575871,---,---,---,---,1046,0.001915708812260536,0,-0.01876172607879925,0.882,0.002272727272727275,0,-0.011210762331838575,141500,IA
16,Kansas,state,All Homes,137800,0.005105762217359592,0.018477457501847747,0.055938697318007664,---,---,---,---,---,---,---,---,---,---,0.1701,0.013347491602408007,0.015000056456929993,0.0180249953863,99,0,0.010204081632653062,0.05319148936170213,0.0324,0.00010439503079650248,0.00010439503079650248,-0.000769400950504,180000,-0.026771227690643593,-0.04788359788359788,0.02887364208118925,---,---,---,---,---,---,---,---,---,---,---,---,117,-0.009849939863093828,-0.015354054106632436,0.05767328726810898,1050,-0.023255813953488372,-0.0410958904109589,0.05,0.8569,-0.002905385489915282,-0.02978686060388204,0.030848917068453986,---,---,---,---,1040,0,0,-0.014218009478672987,0.768,0.002610966057441255,0,-0.012853470437018006,137800,KS
17,Kentucky,state,All Homes,142900,0.007047216349541931,0.022174535050071532,0.06961077844311377,0.0492,0.0228,0.2484,0.003499999999999979,0.0026000000000000155,0.0418,---,---,---,---,0.1699,0.011972547434338008,0.015710966185871998,0.021359126167756006,101,0.01,0.020202020202020204,0.07446808510638298,0.031,0.000726728114850097,0.00027890425890009674,-0.0019628686397583995,184000,0.000543773790103317,-0.0048674959437533805,0.06419895893580103,---,---,---,---,0.6697000000000001,0.0010000000000000852,-0.00230000000000004,-0.04909999999999996,---,---,---,---,113,0.0018867759141252963,0.0047249437309615765,0.07141441052894795,1100,0.0,-0.04782608695652174,0.02913533834586466,0.8756,0.01392786738355487,-0.006352161873932805,0.04263031385251528,---,---,---,---,1098,0.0018248175182481751,0.0018248175182481751,0.004574565416285453,0.794,0.002525252525252527,0.002525252525252527,-0.002512562814070354,142900,KY
18,Louisiana,state,All Homes,147300,0.006147540983606557,0.010981468771448183,0.04098939929328622,---,---,---,---,---,---,---,---,---,---,0.1925,0.019714802646036027,0.006561669362963016,0.020204238698500028,94,0,0.010752688172043012,0.044444444444444446,0.0303,0.0008045052292840005,0.0006387417893491998,-0.0007302574306679022,210000,-0.009433962264150943,-0.02280130293159609,0.014983083615273078,---,---,---,---,---,---,---,---,---,---,---,---,121,-0.002192662325940359,-0.001037870627474003,0.024792672356663718,1250,0.0,0.0,0.020408163265306124,0.9042,-0.006094702297234681,-0.031258072849392915,-0.01145268233875818,---,---,---,---,1239,0.0008077544426494346,0,-0.02670856245090338,0.746,0.0026881720430107555,0,-0.03617571059431528,147300,LA
19,Maine,state,All Homes,229700,0.007456140350877193,0.03282374100719424,0.08349056603773584,0.054200000000000005,0.0247,0.1567,0.01719999999999999,-0.10439999999999999,-0.138,---,---,---,---,0.15710000000000002,-0.008701770094028997,-0.007114059622674009,0.025443913625818996,171,0.011834319526627219,0.03636363636363636,0.08227848101265822,0.04,-0.0012659094827484996,-0.0025211658688652073,0.0015271928431462945,239900,0.0,0.0,0.04349717268377556,---,---,---,---,0.7829,-0.019299999999999925,0.12780000000000002,0.1777000000000001,---,---,---,---,160,-0.0027521819814562546,-0.014659211122867732,0.0025842526824801423,1650,-0.0807799442896936,-0.13157894736842105,0.03125,1.3244,0.017142857142858407,-0.005224867724867534,0.04703656462585145,---,---,---,---,1497,0,-0.0006675567423230974,-0.020287958115183247,---,---,---,---,229700,ME
20,Maryland,state,All Homes,286700,0.0031490552834149755,0.009507042253521126,0.04788011695906433,0.0367,0.0007,0.3317,0.009299999999999998,0.09190000000000001,0.09969999999999998,---,---,---,---,0.22260000000000002,0.023812257131881013,0.031706425603923026,0.03145674383780001,184,0.005464480874316941,0.01098901098901099,0.05142857142857142,0.028900000000000002,-0.0002595027806023964,0.00035752955319390267,-0.0005105453516228975,318000,-0.005939356048765238,-0.021538461538461538,0.026137463697967087,---,---,---,---,0.5301,-0.0022999999999998976,-0.11870000000000004,-0.11829999999999999,---,---,---,---,184,0.00017247962702386877,-0.00446283110104263,0.03266898547626859,1700,0.0,-0.055030572540300166,0.0,1.3105,-0.004032258064517171,-0.0115207373271935,0.019606852347074995,---,---,---,---,1775,0,0.0005636978579481398,-0.00893355667225014,1.2,0,-0.0016638935108153094,-0.00990099009900991,286700,MD
21,Massachusetts,state,All Homes,402500,0.0034904013961605585,0.011306532663316583,0.058374967131212194,0.0587,0.028900000000000002,0.1442,0.005399999999999992,-0.0007999999999999829,0.0602,---,---,---,---,0.219,0.011747304205693006,0.063506458471079,0.046561565709939995,248,0.004048582995951417,0.012244897959183675,0.05982905982905983,0.0308,0.00033918261672360116,0.0003942183899761975,-0.0009720665206124001,439900,0.0,-0.013455931823278762,0.035302424099788184,---,---,---,---,0.7552,-0.0018999999999999772,-0.011400000000000006,-0.10489999999999995,---,---,---,---,253,-0.00045303397035648856,-0.0007578874962055082,0.04468496706027861,2460,-0.015,-0.052884615384615384,0.005102040816326531,2.3011,-0.030611698304243495,-0.12422480424794276,-0.03153615617050917,---,---,---,---,2200,0.0013654984069185253,0.002277904328018223,-0.013895114298520844,1.3820000000000001,0.0014492753623188421,0,-0.015669515669515684,402500,MA
22,Michigan,state,All Homes,148100,0.008168822328114363,0.025623268698060944,0.0929889298892989,0.0915,0.030100000000000002,0.2818,0.004699999999999989,0.06280000000000001,0.12229999999999999,---,---,---,---,0.1847,0.0073331874703119835,0.01986282556008298,0.027956898222175983,117,0,0.008620689655172414,0.08333333333333331,0.0364,0.000323027226580499,-0.0010089570678472005,-0.0007008558528202036,179900,-0.0005555555555555556,-0.027567567567567567,0.05885815185403178,---,---,---,---,0.6458,-0.0021000000000000797,-0.07670000000000002,-0.1439999999999999,---,---,---,---,128,-0.009341584208292798,-0.017670402304551993,0.06326195467192078,1180,0.00425531914893617,0.026086956521739132,0.07272727272727272,0.9921000000000001,0.0020067196363701724,-0.007914138973891038,0.03432951704399505,---,---,---,---,1135,0.0035366931918656055,0.005314437555358724,-0.006129597197898424,0.912,0.0021978021978021995,0,-0.010845986984815627,148100,MI
23,Minnesota,state,All Homes,230800,0.005664488017429195,0.017188188629352136,0.06555863342566944,0.06720000000000001,0.024800000000000003,0.1836,0.007600000000000051,0.007000000000000029,0.02110000000000003,---,---,---,---,0.1947,0.004431301285882015,0.023573727342130014,0.029538214722714996,178,0.005649717514124294,0.017142857142857144,0.0658682634730539,0.0307,0.00037326190739769946,-7.45619485523008e-05,0.0012829041147961017,259900,-0.015511657417754126,-0.02476547842401501,0.04001600640256102,---,---,---,---,0.7435,-0.006699999999999875,-0.005899999999999892,-0.02569999999999993,---,---,---,---,180,-0.005442468794885257,-0.00802757523370769,0.06930260142635883,1600,0.003134796238244514,0.003134796238244514,0.07023411371237458,1.2521,0.019988202722653836,0.017345065113583698,0.038093792684777215,---,---,---,---,1453,0.0027605244996549345,0.0027605244996549345,0.004840940525587829,1.202,0.0016666666666666683,0.0016666666666666683,0.006700167504187611,230800,MN
24,Mississippi,state,All Homes,124600,0.008906882591093117,0.011363636363636364,0.07321274763135228,---,---,---,---,---,---,---,---,---,---,0.1393,0.008777998189729014,0.002772765921664,0.01478227775516201,75,0.013513513513513513,0,0.08695652173913043,0.0357,0.0018704709231663007,0.0032946129409152027,0.000702027503440501,179900,-0.016939890710382512,-0.019618528610354225,0.0,---,---,---,---,---,---,---,---,---,---,---,---,91,-0.012006861063465029,-0.018308416675827676,0.010929979246540253,1150,-0.02127659574468085,-0.03765690376569038,0.045454545454545456,0.7746000000000001,0.011263569942327774,-0.004024144869215206,0.05443247721623925,---,---,---,---,1081,0.0018535681186283596,0.005581395348837209,0.021739130434782608,0.672,0,0,-0.0059171597633136145,124600,MS
25,Missouri,state,All Homes,157100,0.0064061499039077515,0.01946787800129786,0.08270158511371468,---,---,---,---,---,---,---,---,---,---,0.16920000000000002,0.01931842815122298,0.02059135485215899,0.02577605825174098,110,0.009174311926605505,0.018518518518518517,0.0784313725490196,0.0323,0.0008535838148017971,-0.00010439503079650248,-0.0010975058641245017,179900,0.0,-0.0005555555555555556,0.05885815185403178,---,---,---,---,---,---,---,---,---,---,---,---,115,-0.001886647927848757,-0.0017426561275064067,0.06729192291923143,1000,0.0,0.001001001001001001,0.05263157894736842,0.8812000000000001,0.001331107199300022,0.014754029621871341,0.04902067095899756,---,---,---,---,1094,0.0018315018315018313,0.0018315018315018313,-0.014414414414414413,0.8420000000000001,0.0023809523809523833,0.0023809523809523833,-0.011737089201877946,157100,MO
26,Montana,state,All Homes,229900,0.00700832238282961,0.01680672268907563,0.09268060836501901,---,---,---,---,---,---,---,---,---,---,0.1292,0.0005381915394329972,-0.003948825095446988,0.02866109543448401,180,0.011235955056179777,0.022727272727272728,0.09090909090909091,0.031400000000000004,0.000303415330559198,-0.002006264132266802,-0.0005343425608461017,319900,0.0,-0.01538935056940597,0.06668889629876626,---,---,---,---,---,---,---,---,---,---,---,---,200,0.0010531018066484378,0.0028479932235937967,0.10385369787753396,1250,-0.03474903474903475,-0.07407407407407407,0.04166666666666666,1.059,-0.006854650257051504,-0.01605783864409218,0.08714219372883064,---,---,---,---,1204,0.005008347245409015,0.004170141784820684,-0.04671417260490895,0.9660000000000001,0.004158004158004162,0.0020746887966804997,-0.03206412825651305,229900,MT
27,Nebraska,state,All Homes,161500,0.0037290242386575512,0.01700251889168766,0.07666666666666666,0.056,0.0317,0.222,-0.0016000000000000014,0.03849999999999998,0.10869999999999999,---,---,---,---,0.2015,0.018397759225880998,0.03425606273707601,0.019678502128640005,122,0.008264462809917356,0.025210084033613446,0.07964601769911504,0.0297,0.0008768126042494994,-0.0002541827541827013,-0.0004109113282168009,199900,-0.024878048780487806,-0.048095238095238094,0.025128205128205128,---,---,---,---,0.7235,---,-0.017799999999999868,-0.10139999999999987,---,---,---,---,135,-0.008648249534600057,-0.016298817001248543,0.04269191325137177,1200,0.0,-0.07692307692307693,0.0,1.0069000000000001,-0.007323855402816028,-0.02320380240620373,0.009493670886070983,---,---,---,---,1249,0.0016038492381716118,0.0008012820512820513,-0.031031807602792862,0.916,0.0021881838074398266,0,-0.023454157782515896,161500,NE
28,Nevada,state,All Homes,287400,0.010193321616871705,0.03381294964028777,0.13686708860759494,0.1085,0.031200000000000002,0.0516,0.009900000000000003,0.0212,0.009500000000000001,---,---,---,---,0.24760000000000001,0.030515994290921,0.095419038610082,0.11105374686704499,167,0.006024096385542169,0.030864197530864196,0.15172413793103448,0.02,-0.001182286123152001,-0.0014367965477274992,-0.002670337044797799,319000,-0.0030938466827088347,0.01270162762421468,0.06688963210702341,---,---,---,---,0.9286000000000001,-0.009600000000000079,-0.026700000000000015,-0.00460000000000008,---,---,---,---,175,-0.0010383104042729103,0.019500398935637212,0.12499866796173946,1500,0.0,0.03103448275862069,0.10740740740740741,0.9409000000000001,-0.00698924731182807,0.003258919994482363,0.07951329937747537,---,---,---,---,1382,0.00436046511627907,0.0065549890750182084,0.02522255192878338,0.864,0.00232018561484919,0.004651162790697679,0.023696682464455,287400,NV
29,New Hampshire,state,All Homes,271100,0.004818383988139363,0.01687921980495124,0.07494052339413164,0.055600000000000004,0.0175,0.19990000000000002,0.006499999999999986,0.047599999999999996,0.07929999999999998,---,---,---,---,0.1555,-0.0011896989663479829,0.013114898985795004,0.027044901117729,161,0.00625,0.0189873417721519,0.06622516556291391,0.0351,0.001138019813741402,0.0004918010745730017,0.0017494290497573005,289900,-0.0003448275862068965,-0.025873655913978496,0.03572704537334762,---,---,---,---,0.7075,-0.008800000000000096,-0.06670000000000002,-0.11070000000000008,---,---,---,---,164,-0.00674473112823305,-0.005910898223755975,0.04743221772454653,1700,-0.014492753623188406,-0.02857142857142857,0.030303030303030304,1.2977,-0.011074155197655623,-0.010983187134502057,0.021509176587307985,---,---,---,---,1745,0.0028735632183908046,0.0028735632183908046,0.006343713956170703,1.1300000000000001,0.0035523978685612825,0.0035523978685612825,-0.0035273368606701973,271100,NH
