name,company,company_review,location,description,salary_low,salary_high,state
Entry Level Business Consultant,MOBIZWIZ,,,"Are you looking to start your career? Looking to change careers? Want to use your competitive spirit, passion, and motivation to join one of the fastest growing industries? Then contact us today about joining Mobiziwz!

We are a comprehensive sales and marketing firm that provides objective customized solutions to assist our clients in reaching their new customer acquisition goals.

We are committed to the success of our employees and offer tremendous growth potential. In this entry-level role, we will provide you with a comprehensive paid training program along with partnering you with an experienced mentor during your training.

The Opportunity

We offer a true career opportunity with top-notch training, We promote only from within and a have a very clear career path into management. We are looking for Account Executives with an outgoing and engaging personality and the ability to easily establish rapport with clients.

As an Account Executive with Thirty3 Inc., you will meet with lead-based customers, and assess and document their needs through our proven system. Business Consultants will have the advantage of working in a great team-based atmosphere, competitive compensation, travel opportunity, and upward mobility.

We believe in helping our clients by providing personal service, and by doing business the old-fashioned way face-to-face, one-on-one.

Job Description:

Make appointments and follow up with customers
Territory management
Sales/Marketing presentations

*

Benefits:

POTENTIAL EARNINGS of 35,000-45,000/entry level
Travel
Fun work environment
Paid training and developmental programs
Benefits after 90 days

* Great career growth

NO EXPERIENCE IS NECESSARY - WE TRAIN AT THE ENTRY LEVEL POSITIONS. WORK ETHIC, POSITIVE ATTITUDE, AND PEOPLE SKILLS ARE A MUST!

Job Posted by ApplicantPro",,,
Business Consultant (Entry Level) J,Pareto Law - Texas,,,"Job DescriptionJob Title: Business Consultant (Entry Level)

Salary: $45K ($70K OTE)

Sector: Technology

Our client:

An innovative, dynamic technology company are on the lookout for ambitious college graduates to join their team as a Business Consultant. This multi-award winning company boast a lively atmosphere in a sought after, central location. With offices across the globe, there are myriad opportunities for progression both across the US and around the world!

What youll get:

Our client boasts an excellent working environment one that has won them many awards as well as placed them on several of the Top companies to work for lists. If youre looking to kick start your career with a company who invest and believe in the importance of their employees, dont miss this unrivalled opportunity apply today!

· A competitive basic salary of $45,000

· Y1 OTE of $70K

· Laptop and cell phone

· Extensive learning and development opportunities

· Healthcare

· Lucrative bonus/incentive schemes

· Regular socials in a welcoming, inclusive atmosphere

· 401(k) contributions

· Excellent scope for progression

Your role:

Your role is made up of several different responsibilities as you provide clients with IT and business solutions. Our client requires someone with an analytical mind-set to apply their knowledge to a consultancy role. You will use a specialist approach to liaise with clients regarding the tailor-made solutions you can provide them with, ably engaging with and presenting to them. The successful candidate will be a confident communicator with a pragmatic approach.

You will be:
A college degree holder
Excellent communication/interpersonal skills
Ambitious and driven
Equally as comfortable in a team as you are working independent
Company DescriptionHere at Pareto, we look at recruitment differently. That's why we offer a unique alternative to traditional recruitment agencies, taking you on the full journey from application through to assessment, training, placement and beyond.",,,
Business Analyst,Georgia-Pacific,3.4 ,"– ATLANTA, Georgia","Challengers Wanted.
See how we're embracing the challenges of tomorrow!


The Kronos HRIT team is a collaborative group of individuals who support the Kronos application for companies across Koch. We provide value to Koch by transforming the Kronos user experience, eliminating manual processes, and providing accurate time records for employees’ pay. Members of this team work together to advance our initiatives and strategy. Members of our team are interested in expanding their knowledge of the system while working to support customers through requests and projects. A successful candidate is motivated to learn, think critically about processes and how to make improvements and is comfortable working independently in a fast-paced environment.
This opportunity is for an entry level Kronos Business Analyst. You will primarily focus on providing essential system support to ensure a smooth customer experience, through utilization of our Service Now support ticket system. With increased system experience, additional work efforts will include researching, designing, and implementing solutions through small to mid-size projects. Interpersonal skills, effective collaboration, analytical skills, functional design and problem-solving skills will be key to your success in this role.

Open to remote candidates with preferred locations in Kansas City, Atlanta, Reno, Dallas, Chicago, Green Bay or Wichita.

A Day In The Life Typically Includes:
Communicate with business contacts to gather detailed requirements
Perform maintenance and configuration activities for Kronos modules such as accrual, timekeeper, and attendance
Partner with customers on support activities by responding to and resolving customer requests
Partner and collaborate with a diverse IT team including systems analysts, business analysts, architects and vendors
Leading smaller projects and efforts to implement solutions
Seek to identify opportunities to optimize application performance and utilization
Identify opportunities to improve and transform internal business processes and day to day activities
Developing your knowledge, skills and leadership abilities for future career advancement

What You Will Need:

Basic Qualifications:
1+ years of experience supporting a Kronos system, either in an IT setting or Payroll/HR Admin role
Experience supporting or knowledge of Kronos Timekeeper and Accruals modules
Experience identifying process improvement opportunities
Excellent computer skills, including Microsoft Outlook, Microsoft Excel, and Microsoft Word

What Will Put You Ahead?

Preferred Qualifications:
Degree in MIS, CIS, or CS obtained or in progress
3+ years of experience supporting a Kronos system, either in an IT setting or Payroll/HR Admin role.
Experience supporting or implementing modules such as Timekeeper, Accruals, Attendance and Scheduler.
Experience using a service ticketing system, such as ServiceNow.
Familiarity with programming languages such as SQL
Knowledge of ITIL including IT implementation methodologies (SDLC, Agile, etc) or equivalent IT service management training & experience
Experience writing and/or executing test plans
Experience creating end user training materials, either written or recorded.
Project Management experience, including MS Project or Planview.

Learn more about us

Salary and benefits commensurate with experience.
We are an equal opportunity employer. Minority/Female/Disabled/Veteran
Except where prohibited by state law, all offers of employment are conditioned upon successfully passing a drug test.

This employer uses E-Verify. Please visit the following website for additional information: www.kochcareers.com/doc/Everify.pdf

Follow us",56000,91000,GA
Entry Level Marketing for Business Consulting Firm,LNE Consulting,3.8 ,"– Fort Lauderdale, FL","We are a direct marketing & sales communications company, located in South Florida that offers dynamic solutions for customer acquisition to clients in a range of industries. We work between 30 national and international markets, and we're planning to expand by more than double!!!
Our direct marketing & sales campaigns offer clients a virtually unlimited number of messages and voices to represent their brand, and promise a rapidly growing piece of marketing share. By allowing our team to think critically and creatively about client, we always find a unique fit for each customer. This job involves in person sales to business prospects. Along the way, we ask one thing of every team member: Be the difference.

We have recently grown and opened a new location in Hollywood. Our management team will be hiring full time candidates who are interested in building a career by training entry level. But we're also interested in bringing in partners who are passionate about building our firm and having a blast in the process.

Human resources is looking for
Energetic, goal-oriented team players
Marketing & sales professionals who deliver outstanding client service
Candidates with diverse backgrounds, skills, and perspectives
Skills we values
People who work effectively with other people
Horizontal running
Leadership and team building
Mermaid dancing
Self-motivated and driven
http://www.LNEConsultingInc.com",30000,54000,FL
(Albany)Entry Level Business Intelligence Consultant/Analyst,VISTRADA,5.0 ,"– Albany, NY","Job DescriptionVistrada is seeking an Entry Level Business Intelligence Consultant/Analyst. The primary function of the Business Intelligence Consultant/Analyst will be to execute all phases of the business intelligence life cycle consisting of but not limited to: requirements gathering, design, implementation, documentation and end user support. The successful candidate will make certain that business intelligence project deliverables meet customer specifications, are delivered on time, and are of high quality.

Required Skills, Abilities and Experience:
As the business intelligence project leader, collaborate with individuals across all levels of the customers organization to conduct requirements gathering sessions, solution design, coding, documentation, and end user support
Design, code, implement, and test business intelligence components such as complex reports, dashboards, data visualizations, info graphics, SQL views, functions, and stored procedures
Work with cross-functional team members to design data models that support complex business processes and reporting needs
Ability to communicate complex concepts in easily understood formats via writing and presentation skills
Strong interpersonal skills with the ability to establish and build relationships
Data Visualization or reporting experience with platforms such as Tableau, QlikView, Business Objects, SSRS, Power BI, or similar
Strong relational database experience with systems such as Microsoft SQL Server or Oracle
Knowledge of data warehousing concepts and business intelligence best practices
Experience writing complex SQL to extract data from a database
Ability to use Microsoft Visio or similar tool to create entity relationship diagrams that depict data models and business processes
Experience integrating data from different source environments into a single data model
HTML, CSS, or similar experience great to have
Experience with R, R Studio, Python, SAS, or similar great to have
Desire to stay aware and knowledgeable of industry trends and innovations
Background can include the following: Business Administration, Management Information Systems, Data Science, Data Analytics, Business Intelligence, Computer Science, Statistics, Information Science, Software Engineering
Entry Level or up to 2 years of experience
Location: Albany, NY- Willing to travel up to 100%

Company Background:

Vistrada is a business, technology and marketing services organization focused on helping clients plan, design, implement and manage initiatives to generate revenue, manage costs, build and sustain operations, and analyze and optimize their business. Vistrada distinguishes itself by providing seasoned expertise with a flexible team structure allowing agility and responsiveness to our clients evolving needs. This ensures we bring the right team at the right time while optimizing the clients investment.",,,NY
Technology Consultant - Public Service Sector,IBM,3.6 ,"– WASHINGTON, DC, US","Job Description
IBM Global Business Services (GBS) is a team of business, strategy, and technology consultants enabling enterprises to make smarter decisions and providing unparalleled client and consumer experiences in cognitive, data analytics, cloud technology, and mobile app development. With global reach, outcome-focused methodologies and deep industry expertise, IBM GBS empowers clients to digitally reinvent their business and get the competitive edge in the cognitive era in over 170 countries. Bottom line? We outthink ordinary. Discover what you can do at IBM.
What does the Technology Consultant role within Public Service entail?
Technology Consultants work with Public Service clients, co-creating solutions to major real-world challenges confronting the federal, state, and local governments. Public Service Technology Consultants utilize IBMs industry leading practices, worldwide commercial experience, and IBM Research technologies to design, develop, and integrate solutions. Consultants help their clients leverage technologies, tools, techniques, and products to deliver superior services for their organization that are in compliance with strict security requirements. Technology Consultants can work on various projects that involve the use of cutting edge technologies such as: analytics, application management/development/maintenance, Artificial Intelligence (AI), automation, big data, Blockchain, biometrics, cloud, cognitive & computing technologies, design thinking, DevOps, encryption, Internet of Things (IoT), machine learning, micro-services, mobile development, cyber security and privacy, service desk modernization, system integration & architecture, testing, virtualization, and web design.
What are examples of roles a Technology Consultant could have?
Application Developer (Mobile, Blockchain, Web, Server): Application Developers can be responsible for a range of activities from building complex web or mobile applications; to designing, developing and maintaining the high performance and scalability of server-side databases and applications. These developers use their analytical, coding, and application development skills to help design, develop, and integrate solutions utilizing cutting edge technologies (i.e. cloud, mobile, analytics, machine learning, artificial intelligence, open source), tools, techniques, and products for their clients. Application Developers can leverage one of the following programming languages to provide innovative solutions to their client: HTML5, Cascading Style Sheets (CSS), NodeJs, Angular, Bootstrap, jQuery Libraries, JavaScript, programming in.NET, PostgreSQL, C++, C, Python, Java, RESTful API, JSON, and NoSQL.

Cloud and Infrastructure Specialist: Cloud and Infrastructure Specialists design, develop, integrate, and manage data centers, cloud and client onsite locations, networks, database, and storage technologies. These specialists support the deployment of cloud (IBM, AWS, Azure), databases (SQL, MySQL, noSQL, newSQL, Oracle, PostGreSQL), Hypervisor (VMWare), networks (Cisco firewalls, routers & switches), Network Attached Storage (NAS), Storage Area Networks (SAN), Operating Systems (Windows, Linux, Ubuntu), automation scripts (CloudBolt, PowerShell, Puppet, ServiceNow, vRealize), and servers (Wintel, Power, Solaris). These Specialists leverage hands-on equipment to drive virtualization and IT automation and could support the delivery of Platform and Software-as-a-Service (PaaS/SaaS).
Cybersecurity Analyst: Cybersecurity Analysts work to design, develop, and integrate solutions using best practice technologies, tools, techniques, and processes to defend against attacks and protect our clients complex networks and applications. Cybersecurity Analysts work with tools to protect and defend client systems such as (IBM QRadar, IBM Guardium, Splunk, Tripwire, Metasploit, Wireshark, BigFix, etc.). Analysts will work with clients to assess, implement, and drive closure to risks and threats, using federal standards and best practices. Cybersecurity Analysts can be responsible for monitoring, analyzing, and mitigating cyber risks and threats on client networks, systems, and Cloud and IT infrastructures. These analysts can help manage digital identities, authentication, authorization, and privileged access across complex & emerging platforms; assist in the implementation of IAM related security standards, procedures, and risk management frameworks; monitor network and application activity; and aid the client in developing secure systems using Privacy and Security by design principles.
DevOps Consultant: DevOps Consultants manage the DevOps toolchain and environment, enabling Agile development, automation, virtualization, and Infrastructure and Code (IaC) implementation to accelerate the Software Development Life Cycle (SDLC). These consultants are responsible for the DevOps toolchain including: JIRA, Visual Studio, Fortify, JFrog, Git, ANSIBLE, Jenkins, XACTA360, Splunk, Apache Guacamole, Bluemix, AWS, and Azure. DevOps Consultants can also be required to complete system administration, testing, and code debugging.

User Interface (UI) & User Experience (UX) Designer: UI/UX Designers design intelligible Web and screen interfaces with the users emotions in mind making them an exciting and memorable part of the customer experience. The two components of this role include, User Experience (UX) - enhancing user satisfaction by improving the usability, accessibility, and pleasure provided in the interaction between the user and the product; and User Interface (UI) designing and programming interfaces that are easy to use and minimize end-user errors. Depending on the project, these designers may be focused on one or both aspects. UI/UX Designers will delineate the goals of the interface and user workflow; design interface elements and navigation components or information items to support the solution, as applicable; create wireframes and prototypes; and, work closely with developers, testers, and UX Researchers.
What do we look for in a successful Technology Consultant?
We are looking for candidates that possess the following traits:
- Genuine interest in government, our clients, and their industries, and how technology can impact, support and transform day to day business processes
- Exposure to and/or experience with any of the aforementioned technical tools, platforms, and programming languages
- Analytical ability to create innovative solutions informed by data and commitment in implementing the change needed to ensure a successful outcome

- Utilizes innovative design thinking methods in solutioning client problems and has a commitment in implementing the change needed to ensure a successful outcome
- Innate problem-solving mindset with a desire to constantly learn and grow
- Team oriented mentality, in addition to the ability to complete work independently
- Strong communication skills with the ability to articulate and present information clearly and concisely to teammates and clients alike
- A track record of leadership with a bias for action, decision making, proactivity and risk taking (within reason) to achieve a desired outcome

Required Technical and Professional Expertise
Bachelors Degree from an accredited 4-year institution coupled with internship/work and/or project experience which will provide the analytical and technical acumen that translates to an entry level consulting role.
Relocation to the Washington D.C. Metropolitan area. Limited opportunities available in New York City, Chicago, Houston, Raleigh, Boulder, San Diego, San Francisco and Sacramento.
Willingness and ability to travel up to 100% of the time, if project/business needs require. Although most projects are local to the D.C. Metro Area, projects exist that require travel.
Preferred Tech and Prof Experience

Degree/MajorsBusiness Information Technology, Computer Engineering, Computer Information Systems/Management Information Systems, Computer Science, Cybersecurity, Electrical Engineering, Information Assurance, Information Science/Technology, Interactive Design, Network Engineering, Security & Risk Analysis, Software Engineering, Systems Engineering or User Experience DesignSpecific Experience/SkillsAs it pertains to UI/UX Designers/Developers, we are looking for students with exposure to/experience with the following: Information Architecture, Information Technology Design and Startups Design, Interactive Design & Game Development, Human Computer Interaction, Mobile Design, Online Communications, Service Design, User Experience Design, Visual Design/Effects, Web Design.

EO Statement
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, disability, age, or veteran status. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status.",72000,104000,HI
Customer Service Consultant,Danfoss International,3.9 ,–,"Job Title
Customer Service Consultant

14-Nov-2018

Job Description
Reporting to the Customer Service Manager, the Customer Service Specialist will be the liaison between Danfoss and the customers, and will:
Provide effective, proactive and professional service to assigned direct customers and others
Manage customer orders, enquiries and supporting activities by telephone, email, SAP and other mediums
Work within the larger Customer Service team to support colleagues locally and internationally where needed
Through excellent knowledge of SAP and with a high customer focus, identify and resolve issues proactively and help the customers and colleagues to efficiently manage requirements
Apply Danfoss processes and procedures in daily work, be open to new ways of working yet remain flexible to ensure customer remains as the focus
Handling of all Logistics Request with global production sites
Please apply at your earliest convenience. We do not have an application deadline but accept applications as long as the job is posted.The position will be closed down once we have found the right candidate.

Company Profile
Watch how Danfoss is Engineering tomorrow, here.

Auto req ID
15438BR

Job Ad Img

Location / Locations
Dandenong South

Country / Countries
Australia

Job Area
Sales & Marketing

Type of Position
Professional

Segment
Regional

Employment Type
Contract

Experience
Entry Level

Location in Job Ad
Australia",,,
"Management Consultant, Automotive Strategy and Operations",Porsche,4.5 ,– Atlanta •,"When it's time to reflect on the path you've travelled,
you'll be glad you chose the right vehicle.

We are looking for you as:
Management Consultant, Automotive Strategy and Operations

Code number: PCOUS-D-1701223-E
Entry level: Professionals
Location:
Atlanta
Organization:
Porsche Consulting, Inc.

Tasks

Executes exciting project opportunities with Automotive companies within and outside the Volkswagen Group
Develops Porsche Consulting team members via continuous feedback
Develops groundbreaking concepts for the automotive and mobility sector
Supports business development by creating and presenting exceptional project proposals

Qualifications

Graduate Degree with focus on Business, Computer Science, Engineering, Operations Management and/or a related discipline from renowned institutions of higher education
Strategy, Corporate Development, Mobility and/or Technology experience
High level of business acumen and consulting expertise
3+ years of total professional experience in a leading Consultancy and/or the Automotive industry
Second language fluency in German, Spanish or French a plus
Flexibility and willingness to travel up to 80%
Desire to mentor and assist in the professional development of colleagues

Apply now at:
https://career5.successfactors.eu/sfcareer/jobreqcareer?jobId=5383&company=porschecar&username=",74000,123000,
Associate Consultant- Genesis Program,Siemens PLC,3.9 ,"– Milford, Ohio","Division: Digital Factory
Business Unit: Product Lifecycle Management-PLM
Requisition Number: 230510
Primary Location: United States-Ohio-Milford
Assignment Category: Full-time regular
Experience Level: Entry level
Education Required Level: Bachelor's Degree
Travel Required: 75%

Division Description:

Siemens is a global technology powerhouse that has stood for engineering excellence, innovation, quality, reliability and internationality for more than 165 years. As a global technology company, Siemens is rigorously leveraging the advantages that this setup provides. To tap business opportunities in both new and established markets, the Company is organized in nine Divisions: Power and Gas, Wind Power and Renewables, Energy Management, Building Technologies, Mobility, Digital Factory, Process Industries and Drives, Healthineers and Financial Services.

The Siemens Digital Factory Division offers a comprehensive portfolio of seamlessly integrated hardware, software and technology-based services in order to support manufacturing companies worldwide in enhancing the flexibility and efficiency of their manufacturing processes and reducing the time to market of their products.

For more information, please visit: http://www.siemens.com/businesses/us/en/digital-factory.htm


Job Description:

Position: Associate Consultant – Genesis Program
Start Date: June 2019
Location: Milford, OH
Discover your career with us at Siemens PLM Software!
We are a leading global software company dedicated to the world of computer aided design, 3D modeling, simulation, and Manufacturing Operations Management— helping innovative global manufacturers design better products, faster! With the resources of a large company, and the energy of a software start-up, we have fun together while creating a world class software portfolio. Our culture encourages creativity, welcomes fresh thinking and focuses on growth, so our people, our business, and our customers can achieve their full potential.
Our Global Sales and Services organization is actively recruiting Professional Services Associate Consultants for our 2019 Genesis Program. Through this program, you will undergo a 12-14 week training course, in our Milford, OH office, that will provide you with the tools needed to contribute to customer projects. After completing the training course, you will begin working closely with customers to provide implementation and customization solutions of our PLM products.
Professional Services Associate Consultants will generate profitable revenue through the sales, support, and implementation of our products. You will champion relationships with companies all over the world and communicate the value of our solutions to key decision makers. As part of the Services team, you will get the opportunity to work with Consultants, Product Architects, Solution Architects, Project Managers, Industry Experts and Product Development teams to ensure project and customer success.
Responsibilities
Collaborate with industry experts to learn our best practices
Core participant in estimating, planning, and scheduling deliverables and tasks
Play a key role in developing change initiatives for our customers to increase their efficiency and productivity
Impact our customers’ initiatives and business drivers
Accelerate development in architectural design to fulfill customers’ business requirements
Provide support to control scope, cost, implementation and quality
Consult with users, management, and stakeholders
Requirements:
Recent college graduate with a degree in Computer Engineering, Computer Science, Engineering Technology, Mechanical and/or Manufacturing Engineering
University graduate with a minimum 3.0 GPA
Authorization to work in the US without the need for current or future sponsorship by the company
Willing and able to travel up to 75%
Strong coding skills in C++, C#, Java, XML, XSTL, HTML5
Knowledge of engineering processes for design and product development
Proficiency with configuration control and software installation practices
Exceptional communication skills
Driven and self-motivated
Strong technical leadership skills",,,OH
Business Consultant (Entry Level) J3141:MAS,Pareto Law - Massachusetts,,,"Job DescriptionJob Title: Business Consultant (Entry Level)

Sector: Technology

Our client:

An innovative, dynamic tech/telecoms company are on the lookout for ambitious college graduates to join their team as a Business Consultant. This multi-award winning company boast a lively atmosphere in a sought after, central location. With offices across the globe, there are myriad opportunities for progression both across the US and around the world!

What youll get:

Our client boasts an excellent working environment one that has won them many awards as well as placed them on several of the Top companies to work for lists. If youre looking to kick start your career with a company who invest and believe in the importance of their employees, dont miss this unrivalled opportunity apply today!

· A competitive basic salary of $40,000

· Y1 OTE of $60K

· Continuous training and coaching

· Cell

· Laptop

· Regular socials in a welcoming, inclusive environment

· Company vacations that reward success

· Lucrative bonus and incentive schemes

· 401(k) contributions

· Healthcare options available

· Subsidized gym membership

· Excellent progression opportunities with a market leader

Your role:

Your role is made up of several different responsibilities as you provide clients with solutions. Our client requires someone with an analytical mind-set to apply their knowledge to a consultancy role. You will use a specialist approach to liaise with clients regarding the tailor-made solutions you can provide them with, ably engaging with and presenting to them. The successful candidate will be a confident communicator with a pragmatic approach.

You will be:
A college degree holder (Bachelors only)
Excellent communication/interpersonal skills
Ambitious and driven
Equally as comfortable in a team as you are working independently
Company DescriptionHere at Pareto, we look at recruitment differently. That's why we offer a unique alternative to traditional recruitment agencies, taking you on the full journey from application through to assessment, training, placement and beyond.",,,
Intacct Financial Systems Consultant,Lattimore Black Morgan and Cain,4.2 ,"– Knoxville, TN","LBMC OVERVIEW

LBMC is a great place to work and we have the awards and people to prove it! As one of the fastest growing companies since our inception over 30 years ago, we know that people are the key to how to maintain our success. Our people, culture, benefit options, growth opportunities, and not to mention that we are located in some pretty amazing cities in Tennessee, all come together to make us a TOP Work Place!

POSITION SUMMARY

In order to grow our existing consulting practice, we are currently seeking an entry level Intacct Financial Systems Consultant in our Nashville and Knoxville, TN offices. While this is considered an entry level position, qualified candidates must have a strong financial and accounting background with a desire and aptitude for understanding and applying technology to solve business problems.

Depending upon the candidate’s experience and current skills sets, LBMC will customize a comprehensive financial system technology training program. LBMC will also provide on-the-job business consulting training, and an exciting career path in the world of Financial System Consulting.

PRIMARY DUTIES | RESPONSIBILITIES
Business requirement discovery and analysis
Software implementation and configuration
Data migration and data integration
Software support
QUALIFICATION | SKILLS
Bachelor’s degree in Accounting or Finance
1 to 3 years of financial/accounting experience required.
Detailed understanding of accounting standards, methodologies and related business processes
Desire and aptitude for learning about and applying technology concepts in support of company business objectives
A proven track record in working on a project team and working complex projects to success
Ability to work with all levels of personnel and executives within an organization
HIGHLIGHT OF LBMC'S BENEFITS | PERKS
Employee development, training, and coaching programs
Paid rewards for forward thinking through the Innovation Center
Paid maternity/paternity/adoptive leave
Summer Flex Fridays
CPA exam bonuses
Dress for your work day
Quarterly office parties",85000,136000,TN
Associate Consultant Analytics,Wipro,3.3 ,– Portland - Oregon,"Mandatory Skills:

Adobe Analytics

Job Description:

Key skills required for the job are:
Adobe AEM-L3 (Mandatory)
As a Lead, you are responsible for managing a small team of analysts, developers, testers or engineers and drive delivery of a small module within a project (Delivery/Maintenence/Testing) You may serve as entry level specialist with expertise in particular technology/industry domain/a process / application / product. You are responsible for functional/technical track of a project.

Minimum work experience:5 - 8 Years

Roles & Responsibilities:

Minimum Experience Required:
Mandatory Skills: Adobe Analytics
Business Analysis
Desirable Skills:
Language Skills: English Language",72000,87000,OR
ENERGY CONSULTANT - SOUTH BAY,Vivint Solar,3.2 ,"– San Jose, CA","Entry Level Energy Consultant

$6,000 New Rep Bonus1



We're looking for future leaders to eventually oversee ongoing national expansion. When you join the Vivint Solar team, you'll experience a shared dedication to a greater goal, and an opportunity to be part of a future-focused team of innovative leaders as we are continuously growing.

As a full-time entry-level representative, you'll be trained in all of our products and be able to deliver interactive presentations that will teach communication skills, negotiation tactics, and strategic planning. This position is also the perfect entrance into all other aspects of our business.

Primary job responsibilities include:
Development and coordination of marketing strategies
Promotion of VIVINT SOLAR products and services to prospective and existing clients
Delivery of interactive sales presentations on eco-friendly, green products and services
Network and expand customer base
Participation in ongoing training camps on a weekly basis
Qualifications:
Highly developed interpersonal, organizational and communication skills
Ability to speak publicly with confidence and poise
Strong sense of ambition, self-motivation and self-discipline
Open-minded with a passion for learning a wide-range of skills that will carry through a variety of career paths
Naturally outgoing and articulate individual who thrives in social settings
Desire to mentor other colleagues after refining your skill set
Ability to work Mon - Fri: 11 am to 7 pm & Saturdays - 9 am to 3 pm
Compensation and Benefits:
Continual performance-based earning opportunities with the potential to earn additional bonuses annually
Monthly opportunities for performance-based non-monetary rewards, such as luxury vacations, high-end electronics, gift cards and tickets to concerts and sporting events
A dynamic social program filled with can't-miss events, parties, and activities, including an annual bonus in the form of a company trip to a tropical destination for you and a significant other
$85,000 Average Annualized Compensation of Active Energy Consultants.2

1_ _The New Rep Bonus, also referred to as the New Rep Commission, is earned over the course of several weeks upon the completion of certain requirements and is not guaranteed.

2_ _Because Energy Consultants are paid commissions based on their individual performance, individual earnings will vary. The Average Annualized Compensation of Active Energy Consultants is the average annualized sales commissions earned by all Vivint Solar Energy Consultants who created 12 or more accounts that reached permitting between 9/1/2016 and 2/28/2017.",,,CA
Sales Operations Consultant,Victra - Verizon Wireless Premium Retailer,,,"This job doesn't require you to sell but it does require you to assist sales consultants during sales process. Perfect entry level into a career in sales. You will have the opportunity to learn on the job if interested but not required. The job requires light cleaning and lifting up to 15 pounds. The main thing that you will be responsible for is the stocking of as well as ordering all inventory. The operations consultant will assist in the packing of returned Fios cable equipment, maintaining the entire stock room, and all packaging and shipping of materials. You have to be able to be self motivated because there can be a lot of down times that you will be responsible for using your time wisely. The light cleaning duties include cleaning of bathrooms, sweeping, mopping, dusting, and sanitizing the sales floor area. Transportation is not required but is recommended. Must be 18 and flexible.

Job Type: Full-time

Salary: $25,000.00 /year

Shifts:
Morning (Required)
Mid-Day (Required)
Evening (Required)",,,
Consulting Utility Forester,ACRT Inc.,3.4 ,"– Knoxville,TN","ACRT is currently seeking energetic experienced professionals who enjoy working outdoors. Our Consulting Utility Forester position is ideal for entry level and seasoned professionals with an educational background in forestry, horticulture, arboriculture, environmental studies, conservation or related disciplines and with experience in these fields and line of work.
Our Foresters perform identification, inspection, and evaluation of trees and brush along utility lines; Submit inspection results to clients with recommendations; Plan, direct, and coordinate the activities of assigned tree clearance crews; Discuss and negotiate line-clearance crew access issues; Serve as a liaison between clients, tree crews, and client customers.
Minimum Requirements:
2 or 4 year degree in Environmental or related fields
Strong tree ID skills required
Ability to work independently in all weather conditions
Experience in utility vegetation management experience a plus
Competent computer skills including Microsoft Office Suite
Experience working with GIS integrated data collection software/hardware preferred but not required
Candidate must be self-motivated, organized, production oriented
Candidate must be comfortable working in an independent environment and managing a geographical area for all vegetation related activities
Candidate must be able to work with stakeholders, utility customers and line clearance vendors and have excellent interpersonal skills
Utility experience a plus
Must demonstrate strong verbal and written communication skills
Multi-tasking and strong time management skills required
Ability to work in varied terrain and inclement weather with flexible schedules (available nights and weekends as needed)
Valid Driver License required
Pre-employment drug screen and background check required
ACRT offers excellent benefits for our employee-owners and their families:
Medical
Dental
Vision
Group Life Insurance
Optional Life Insurance
Short& Long Term Disability
Vacation
Holidays
401k
Employee Assistance Program (EAP)
Company Vehicle/Gas Card for work related and commuting purposes
Boot Allowance Program
ESOP (Employee Stock Ownership Plan) with a great vesting schedule
Employees become owners and receive company stock after a waiting period
Employee Referral Program
ACRT is 100% employee-owned; it’s not just a job…it’s YOUR Company!!!",,,TN
