name,company,company_review,est_salary,location,description
Software Engineer,Lockheed Martin,3.6 ★,$66k-$109k(Glassdoor est.),"– Littleton, Colorado","Description:The Air Force Distributed Common Ground Station (AF DCGS) family of programs is seeking an entry level software engineer to work modernization through sustainment activities. The qualified engineer would work with collaborative teams to build and ensure adequate functionality of various systems capabilities including product workflow, user interface, database interactions and operational techniques.

The qualified engineer will be involved in all phases of the development engineering process including requirements definition, design, development, test, and demonstration during each release and iteration.

Applicants must have good communication, writing, and presentation skills.

Applicants selected will be subject to a government security investigation and must meet eligibility requirements for access to classified information.
Basic Qualifications:
Bachelors degree from an accredited college in a related discipline, or equivalent experience/combined education. Entry level.
Minimum 3.0 GPA.
Ability to work with others and perform assigned software engineering development tasks.
Proficient written and communication skills.
Quick thinker, fast learner/Proactive, problem solver, creative, critical thinking skills.
Develops solutions to assigned technical problems of limited scope.
Desired Skills:
Strong computer science and math skills.
Familiarity with AF Distributed Common Ground Systems (AF DCGS) is a plus • Provides solutions to a variety of technical problems of moderate scope and complexity • Experience in some or all of the following areas: Java, Java Web Services, J2EE, Eclipse, SmartGWT, Object Oriented Design and Development. Working knowledge of Jenkins and experience with test automation is a plus.
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Join us at Lockheed Martin, where were engineering a better tomorrow.
EXPERIENCE LEVEL:
4 yr and up College
Start your job application: click Apply Now"
Software Engineer,ARRIS,3.5 ★,$77k-$125k(Glassdoor est.),– San Diego,"At ARRIS, we are constantly redefining connectivity
to power a smarter, simpler, more connected world.

We’re the company people
choose when they need high-quality, constant connectivity at home, in business,
or anywhere in between. We connect hundreds of millions of people around the
world every day. ARRIS invented the delivery of digital services to the home --
and we continue to create its future.

ARRIS customers include
service providers (cable, broadband, telco, satellite), commercial verticals,
small enterprises, and the people they serve. We win when our customers
win, and that drives everything we do.

We are seeking a entry level Software Engineer who will be responsible for designing, developing and supporting control plane and front-end user interface software driving ARRIS’s portfolio of Commercial Satellite Broadcast Video Distribution equipment.

The candidate will use sound software engineering and object oriented principles to ensure that developed software is reliable, understandable, maintainable, efficient, and fault tolerant. S/he will use software development tools in cooperation with continuous integration and test automation while supporting software reuse and refactoring. S/he will gain an understanding and will support the software development and build environment, software configuration management process, and understand software component relationships and their interface requirements.

The candidate will interface with software engineers, system engineers, design and verification test engineers, system and integration test engineers, quality assurance, and other project team members using department software design and development methodologies. This position requires someone who is thorough, proactive and passionate about ensuring the quality of software deliverables and someone who can communicate with the development and project teams about what is required to achieve this effectively on all assigned tasks.

BS in Computer Science, Computer Engineering, Software Engineering.

3.2 GPA requirement for undergrad 3.5 GPA requirement for Masters.

Experience in Java/J2EE, HTML5/Javascript, GWT (Sencha/Vaadin), XML (REST/Schema), C/C , Database(MySQL,PostgreSQL,Sybase), Linux/UNIX, Algorithms, Computer Architecture, Network Analysis, Data Structures, Design Patterns, OOAD, Software Development & Design Methodologies (Agile/Scrum), Design Patterns, GIT, Eclipse, UML, Apache (servers/libraries), Apache Tomcat, Python, PERL, Bash, Csh, TCP/IP

Experience desired in TomEE, Node.js, JBoss, JPA, Java Swing, Clearcase/CVS, Real Time Embedded System Programming and/or Design
To apply to this job, click Apply Now"
Software Engineer,"DISTek Integration, Inc.",4.5 ★,$55k-$92k(Glassdoor est.),"– Cedar Falls, IA","DBQSE-2-3-2 - Entry level Software Engineer - grow your career

As our Software Engineer, you will join our team of dedicated engineers in the growing Iowa community of Waterloo/Cedar Falls or Urbandale. Your primary mission will be to architect, design, implement, and test the real time software that controls features found on both large and small off road vehicles. Your demonstrated knowledge and experience in model based system design and software product development, including C/C++ and Matlab/Simulink will be vital to your success. Understanding of other languages and requirements gathering will also help you succeed. If you have specific experience developing applications for automated controls, then you will feel right at home. Because you are a fast learner with the ability to work independently (as well as part of a small team of software, electrical, and system engineers), you feel comfortable in a role where you are expected to think out of the box and devise innovative solutions to complex control problems. Also, because you have strong communications skills, you have no problem providing local and remote technical support to engineering, manufacturing, operations, and service organizations. Ideal candidates will typically have a 4 year degree in computer engineering or software/electrical engineering or computer science. In exchange for your technical prowess you will be rewarded with challenging and high-impact projects that will pioneer new generations of large and small off road vehicles.

Would you like the exhilarating opportunity to design quality reusable software products used for agricultural, forestry, and construction industries? DISTek serves as a trusted engineering partner, working with customers by assisting in the development of specialized compact and efficient embedded systems, operator interfaces and displays, ECUs, electro-hydraulic controls and vehicle networks are just some of the projects you will enjoy. Our engineers also help our customers scale and grow over time by providing support, training, and on-site engineering services. We provide high-tech, challenging, and productive work environment while still retaining a small business atmosphere. DISTek is a company that upholds family values and common sense - two things that we believe will always carry us through the exciting challenges and opportunities we face. If you are motivated by the challenge to develop unique technology, seek a continuous learning environment, and are willing to enthusiastically contribute to our ongoing success, then please read on.

DISTek Integration, Inc. is a provider of electronic and product test systems. As an engineering system solutions provider, we partner with our clients to design smarter, safer and more sophisticated machines and their electronics systems. As experts in our core competencies of Modeling & Simulation, Embedded Software development and Automation & Test software, we pride ourselves in delivering innovative solutions to complex problems targeting the off-highway vehicle market. With several offices throughout the upper Midwest area, we are able to support our customers through the United States as well as those in other countries.

http://hiring.accolo.com/job.htm?id=454126884&sourceType=29"
Software Engineer II New College Graduate - (E2),Applied Materials,3.7 ★,$73k-$120k(Glassdoor est.),"– Santa Clara, CA","We are developing a tool that will revolutionize the display industry. The system is developed in C under a Linux environment and comprises a tiered, multi-threaded, distributed application. We are seeking an entry level software developer with experience programming in such an environment coupled with an interest in the challenge of understanding something complex and making it work better.

Responsibilities
Understanding of the existing software architecture and interactions between the various modules comprising the system
Development of additional functionality and capabilities in a manner consistent with the current software design principles
Integration of functionality provided by other developers into the existing framework such that it looks like it was always there
Qualifications
Deep knowledge of C, familiarity with C , on a Linux operating system preferred
Knowledge of embedded systems a plus
An understanding software architecture and design principles
Ability to work in a team and take input from other members in coordinating work
Ability to prioritize work assignments and react to a dynamic work environment
Strong communication skills, both written and verbal
Education and Experience
BS/MS in Computer Science or related area.
1 or 2 years of relevant experience desired.
Applied Materials is committed to diversity in its workforce including Equal Employment Opportunity for Minorities, Females, Protected Veterans and Individuals with Disabilities."
Entry Level - Software Engineer I,Relevante,3.8 ★,,"– San Carlos,, CA","We have partnered with a large Security Software Company in the San Carlos, CA area to provide them with a Entry Level Software Engineer.

Please review the below description and if you are interested please contact:
Elizabeth Ellis - eellis@relevante.com - 484-403-4162
Major Responsibilities
Develop software for the client's Security Appliances, hardware and software acceleration.
Design, implementation, and support of the client's multi-core packet forwarding engine.
Support customer critical issues and ongoing firewall releases.
Desired Background
Must have U.S Citizenship or G.C Holder
Computer Science degree
0-2 years of software development experience
MUST NOT HAVE MORE THAN 2 YEARS OF EXPERIENCE
Internship experience preferred
Knowledge in TCP/IP and Networking
Operating systems: Linux, UNIX
knowledge in encoding & security preferred
knowledge in Linux Kernel Network Stack preferred
knowledge of C/C++
About Relevante, Inc. – the Recruiting Firm Representing the Client for this Job

Relevante is an accounting & technology direct hire recruiting and contract staffing firm. We help our Clients identify and recruit the best talent in the market and help our candidates win engaging and enriching jobs. Our Clients are some of the best companies to work for among F1000 and emerging fast growth companies in the region. Relevante has been consistently ranked as a fast growth company and one of the largest recruiting, accounting, and management consulting firms in the Philadelphia region. To stay connected with our network, please join one of our groups on LinkedIn http://www.linkedin.com/groups?mostPopular=&gid=2901"
Entry level Software Engineer,rootliquids,4.5 ★,,"– Los Angeles, California","Company Description

Root liquids softwares is a web and mobile application development company. Our purpose is to help businesses and professionals excel in the technology environment through strategic, efficient and effective solutions catering to their unique needs. We provide professional development and consulting services in web and mobile applications development. Our service reaches out to web based solutions including website designing, eCommerce solutions and integration solutions as well as applications catering to advanced mobile technology.

Job Description

we are looking for smart, articulate IT persons who are excited about growing into the DevOps role. This will require hard work, creativity and tenacity. DevOps Engineers are responsible for the design and implementation of applications, build, release, deployment, and configuration activities.

The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps. Candidate should be able to bridge the gap between Development and Operational teams.Working with the development teams to meet acceptance criteria, gathering and documenting the requirements. Candidate should be able to work in fast-paced multi-disciplinary environments.

Qualifications

BASIC QUALIFICATIONS:

- Bachelor's/ Master's Degree in Computer Science/Engineering, Information Systems, MIS or experience with other programming languages or equivalent training/work

- Knowledge of Java, C++ , Python, Ruby or similar programming languages.

- Background in Linux systems

- Proven ability to write clear, concise documentation

ADDITIONAL QUALIFICATIONS:

- Knowledge with cloud technologies such as CloudStack, VMware, AWS etc.

- Knowledge with SQL queries and any relational database systems

Additional Information

If You Need We Offer:

• Free Online training

• Job Assistance and Support

• Real-time Certified S/W Trainers

• Company participates in ""E-verify"" program

• Placement in average of 4 weeks of marketing

• Online & onsite support provided

• Strong and motivated marketing team

• Great Marketing Support

• Mock-Interviews and interview training

• Placement in average of 4 weeks of marketing

Training Process:

• 2 to 3 week online training using WebEx

• Training provided by instructors with extensive industry experience

• Teaching with 70% exercise and 30% lecture

• Real time examples and case studies to practice with

Let us support you to continue moving towards your career goals. We are committed to helping you succeed.

Interested? Feel free to call me at 609-796-2021

Contact Details:

Srikanth Makala

609-796-2021"
"Software Development Engineer, Full Stack – Entry-Level Full-Time & Co-Op",vArmour,4.1 ★,,"– Mountain View, CA",Software Development Engineer Full Stack Entry Level Full Time & Co Op With sophisticated threats compromising valuable data from secure data centers that have been transformed by cloud computing companies are urgently looking for modern security solutions to their ever evolving problem in the world of cloud vArmour is focused on providing that solution We deliver simple and intuitive application security across hybrid clouds Based in Mountain View CA vArmour is backed by top investors including Highland Capital Partners Menlo Ventures Columbus Nova Technology Partners Work Bench Ventures Allegis Capital Redline Capital and Telstra We work in an entrepreneurial creative and collaborative environment presenting you with an incredibly steep learning curve and a consistent challenge There are development opportunities at your fingertips and a culture overflowing with mentorship Not to mention our disruptive proven technology is being used in some of the worlds largest financial institutions & telecommunications companies If you have a passion for pushing your own limits and are eager to make a difference on a winning team you might be the person we are looking for What Youll Be Doing Own design and implement new product featuresImprove and scale existing product and infrastructureWork closely with CTO product architects and other engineers to deliver winning productsWork on all parts of the code base and contribute to every stage of the product development cycleConduct research aimed at solving our customers most challenging problemsWork in a fun team environment with other software and quality engineersWhat Youll Bring CuriosityA Bachelors Degree in Computer Science or comparable Graduate level co ops also availableHave professionalacademic experience like a professional internship or graduate research in software engineering building full stack software applicationsHave familiarity with the following the more the better Python Java databases SQL MongoDB Graph DB etc message oriented middleware such as Kafka web application frameworks such as Flask networking Linux containers ML principles and full stack is a plusA passion to build a career in cloud security with vArmourAre adaptable in a fast paced high growth chaotic environmentPossess strong interpersonal and effective written communication skillsTake ownership of your work and thrive in a fast paced environmentA willingness to ask questions to bring your project to the finish lineLove programming utilizing critical thinking skills and are excited to tackle problems outside your comfort zoneThrive in a fun sometimes competitive team based atmosphere Go vARMOURPerks 401K full health benefits health vision dental FSA & transportation benefitsCompetitive compensation equity plan and flexible PTORelocation assistance availableWeekly catered lunches & dinners and all the snacks fruits and drinks you might desirePrime walkable location on Castro Street in Mountain View conveniently close to CalTrain VTA and light rail
Software Engineer,Global Shop Solutions,4.4 ★,$62k-$103k(Glassdoor est.),"– The Woodlands, TX","Business Summary

Global Shop Solutions, the only provider of the One-System ERP™ Software designed to simplify operations, has helped hundreds of discrete manufacturers increase sales, improve quality and on-time delivery, and lower costs.

Global Shop Solutions is headquartered in The Woodlands, Texas, with offices in major cities throughout the United States and the world. Global Shop serves customers in a variety of industries throughout North and South America, Europe, and Asia.

The quality, integrity, and commitment of our employees have been key factors in our company's growth and market presence. By hiring the best people and helping them grow both professionally and personally, we ensure a bright future for Global Shop Solutions and for the people who work here.

Professional Summary

Entry level programming position. Initial responsibilities will consist of creating and maintaining tools to implement a multi-tier architecture within the Global Shop Solutions ERP system.

Requirements
Bachelor's degree in engineering, IT, or computer science/programming is preferable, OR 3 years of equivalent work experience
Excellent problem solving/critical thinking skills; must have the ability to assess a situation quickly
Strong written and verbal communication skills
Ability to think and work within a team and independently under minimal supervision
Familiarity with object oriented programming
Generate unit tests
Ability to interpret code and update behavior to conform to new requirements
Ability to quickly learn new material, including programming languages
Ability to understand and improve on complex and abstract processes
Send resume to HR, Global Shop Solutions, Inc., 975 Evergreen Circle, The Woodlands, TX 77380"
2019 Software Development Engineer (United States),Amazon,3.8 ★,$107k-$131k(Glassdoor est.),"– Seattle, WA","Amazon Student Programs is looking for entry level Software Development Engineers to join our development teams located in Amazon offices across the United States.

Note: By applying to this position, your application will be considered for locations we hire for in the United States including, but not limited to: Seattle, WA; Austin, TX; Bay Area, CA; Bellevue, WA; Boston, MA; Denver, CO; Detroit, MI; Herndon, VA; Irvine, CA; New York, NY; Madison, WI; Minneapolis, MN; Phoenix, AZ; Portland, OR; San Diego, CA.

At Amazon, we hire the best minds in technology to innovate, build, and break things for the benefit of our customers. The intense focus we have on our customers is why we are one of the worlds most beloved brands it is part of our company DNA. Our Software Development Engineers play an instrumental role in utilizing cutting edge technology to solve complex problems and get to see the impact of their work.

Amazon challenges are big and impact millions of customers, sellers, and countless products across the globe. Our path is not always easy so we are selective about who joins us on this journey. There is a certain kind of person who takes on software development challenges at Amazon someone excited by the idea creating new platforms, features, and services from scratch while managing ambiguity and the pace of a company whose ship cycles are measured in weeks, not years.
Below is a small snapshot of potential work experience you may gain in a Software Development Role at Amazon:

· Collaborate with experienced cross-disciplinary Amazonians to conceive, design, and bring to market innovative devices and services
· Design and build innovative technologies in a large distributed computing environment and help lead fundamental changes in the industry
· Create services to run predictions on distributed systems with exposure to cutting edge technologies at incredible scale and speed
· Build distributed storage, index, and query systems that are scalable, fault-tolerant, low cost, and easy to manage and use

Amazon is a place where builders build. Will you build with us?"
Entry-Level Software Engineer,Relevante,3.8 ★,,"– San Carlos, CA","We have partnered with a large Security Software Company in the San Carlos, CA area to provide them with an Entry Level Software Engineer.

Please review the below description and if you are interested please contact:

Vahidin Topcagic at , 314-853-6670

Major Responsibilities

Develop software for the Client's Security Appliances, hardware and software acceleration.
Design, implementation, and support of the Client's multi-core packet forwarding engine.
Support customer critical issues and ongoing firewall releases
Desired Background

Computer Science degree
0-2 years of software development experience
MUST NOT HAVE MORE THAN TWO YEARS OF EXPERIENCE
Internship experience preferred
Knowledge in TCP/IP and Networking
Operating systems: Linux, UNIX
knowledge in encoding & security preferred
knowledge in Linux Kernel Network Stack preferred
knowledge of C/C++"
Associate Support Engineer,SendGrid,4.6 ★,$31k-$49k(Glassdoor est.),"– Denver, CO","The Associate Support Engineer is an entry level Customer Support role. SendGrid is growing and looking to hire a kickass problem-solver who is passionate about customer support and solving customer's challenges. Excellent customer service is one of the core values of our company and what our customers have come to expect and love about our service. If you are technically savvy, customer focused, and have outstanding communication skills, keep reading.

What You'll Do
Live by and champion our cultural values of Happy, Hungry, Honest, and Humble
Provide product support for common customer inquiries received via the telephone, email and chat.
Assess the nature of product or service issues and resolve basic support problems.
Log customer interactions and tag/categorize issues accordingly.
Escalate complex issues to more senior Support staff.
Perform general tasks and complete routine assignments.
Identify ways for improving existing process and procedure.
About You
1 year+ providing professional customer and/or technical support
High Energy, optimistic outlook and positive attitude
Empathetic approach to troubleshooting and customer service
Quick learner, willing to take initiative, and has great follow through
Strong listening skills and analytic abilities
Introspective with passion for self improvement
Passion for applied learning in a fast paced environment
Strong problem solving skill set, creatively
Communicates based on what is heard, not just what is said
Motivated by challenges
Accountable - Being willing to answer for the outcomes resulting from their own choices, behaviors, and actions. Take ownership of situations that they're involved in
Self Motivated - Motivated to do or achieve something because of one's own enthusiasm or interest, without needing pressure from others
Focused - Achieve what they set out to do before launching new initiatives. Complete company-linked goals and tasks, not simply to be busy and active
Collaborative - A keen ability to support cross-functional projects and decisions. Gets energized from working within a team and cross-functionally to achieve the company's goals
Apply Now: click Easy Apply"
Graduate Software Engineer,UBS,3.5 ★,$70k-$115k(Glassdoor est.),"– Weehawken, New Jersey","Your Role

Market Risk IT is looking for an entry level software engineer who is passionate about coding and wants to build a career in Banking/Finance Domain. The candidate will design and develop a complex Risk Aggregation platform using Apache Spark on Azure Cloud technologies. The candidate will be trained and mentored in Risk domain and will be working closely with a globally distributed IT Team, Market Risk Officers and Quants.

Your team

• Design and Develop high quality software solutions for Market Risk VaR (Value-at-Risk) Aggregation
Improve Performance of Calculation Engine
Develop proof of concepts using new technologies
Develop new applications to meet regulatory commitments (e.g: FRTB)

La vostra esperienza

• BS or MS (preferred) in Computer Science or Information Technology
Hands-on expertise with Big data Technologies (Apache Spark, Hadoop, HDFS, Hive)
Core Java and/or Python expert
Knowledge of Data Structure & Algorithms
RDBMS fundamentals
Knowledge & Behavioral Competencies:
Team Player
Excellent written and Oral Communication skills
Proactive and Quick Learner

What we offer

Together. That’s how we do things. We offer people around the world a supportive, challenging and diverse working environment. We value your passion and commitment, and reward your performance.
Keen to achieve the work-life agility that you desire? We're open to discussing how this could work for you (and us).

Take the next step

Are you truly collaborative? Succeeding at UBS means respecting, understanding and trusting colleagues and clients. Challenging others and being challenged in return. Being passionate about what you do. Driving yourself forward, always wanting to do things the right way. Does that sound like you? Then you have the right stuff to join us. Apply now.

Disclaimer / Policy Statements

UBS is an Equal Opportunity Employer. We respect and seek to empower each individual and support the diverse cultures, perspectives, skills and experiences within our workforce."
Application and Desktop Support Engineer,InviteManager,4.6 ★,$43k-$67k(Glassdoor est.),"– Calabasas, CA","This is an entry level position with opportunity to learn and grow into a software engineer.

Companies invest over 600B a year entertaining clients because it works. InviteManager's SaaS platform makes the process simple and easy and helps companies prove the ROI of these activities.

We are looking for an application and desktop support engineer to provide excellent service for our successful SaaS application as well as execute manual and automated testing. Ours is a fun and energetic office environment with lots of opportunity to learn and grow. You will be working with our awesome customer service and account management team members to get the most out of our software. You will also be programming test scripts using the latest solutions for automated testing. There is opportunity to advance based on your performance and strengths.

Job Description:
Provide technical and application support to team members and customers by answering questions on function and usage of all of InviteManager's products via the telephone, email and in person.
Install, upgrade, and troubleshoot hardware and software systems including office network and laptops.
Provide on-boarding for new employees, and off-boarding for departing employees or changes in role.
Assist customer support staff for diagnosis and resolution of application problems, responding swiftly and effectively.
Conduct research into root cause of application behavior, confirming defects and verifying fixes.
Document defects in ticketing system with accompanying screenshots and videos with sufficient detail and context to reproduce the defect.
Communicate with team members regarding product issues, including escalation of unknown or undocumented issues to product development.
Assist with on-boarding of new users.
Execute blackbox regression test plan for full releases and critical path test plan on an ad hoc basis. Maintain and grow test plan.
Execute acceptance testing for new enhancements and bug fixes.
Create automated tests with cucumber and Selenium. Maintain and grow test suite based on CP and prioritized features.
Assist Technology group with operating procedures for software releases and patches, network and other performance-related issues and service interruptions.
Maintain a positive work atmosphere by acting and communicating in a manner such that the employee gets along with customers, vendors, co-workers, and management.
InviteManager Highlights:
Inc. 5000 fastest-growing private company by Inc. Magazine four years in a row
Recognized as one of the Best Places to Work by Inc. Magazine and the LA Business Journal
Deloitte Fast 500
4.6 out of 5 Glassdoor Rating
>90% customer renewal rate
Used by over 4000 globally known companies including 15% of the F500
Qualifications:
Bachelors degree in computer science; or engineering degree.
Ability to work with mathematical concepts such as probability, statistical inference, fractions, percentages, ratios, and proportions in programmatic and practical situations.
Fluency in more than one programming language with solid experience with at least one.
Experience with SQL on a relational database. Be able to understand and construct SQL queries including types of joins. Understanding of normalization and its advantages and disadvantages.
Browser-side programming skills, e.g. HTML, CSS, Javascript, HTML5.
Web server, web site programming is highly desirable.
Experience and comfort in the linux/*nix environment is desirable.
Working knowledge of service desk ticketing software, e.g. TrackIT, Jira, Bugzilla is nice to have.
High level of analytical and problem-solving abilities, working independently and learning from experience.
Excellent written communication skills.
Strong interpersonal and oral communication skills.
Highly self-motivated and self-directed.
Strong organizational skills.
Excellent attention to detail.
Apply Now: click Easy Apply"
ASIC Verification Engineer - Entry Level,Marvell Technology,3.7 ★,$74k-$102k(Glassdoor est.),"– United States, California, San Jose","Marvell’s Infrastructure Processor Business Unit, a part of the Marvell Networking and Processor Business Group, encompasses Cavium’s OCTEON, OCTEON-Fusion and Marvell’s ARMADA product families. The SoC family of multi-core CPU processors offer best-in-class performance, low power, rich software ecosystem, virtualization features, and open source application support with highly optimized custom ARM CPU cores providing an excellent solution for service-centric networks and embedded processor market. At a time of unprecedented industry growth and transformation in enterprise and wireless sectors along with our innovative technology, customer base and market access we are positioned well to further transform Marvell into one of the industry’s leading supplier of compute and processing power.
Responsibilities:
Contribute as an ASIC Verification Engineer developing the next generation of cloud, networking, and baseband processors.
Work with Architects and Designers to develop complex verification environments, learning and using the latest state-of-the-art techniques, to prove the design and architecture and discover problems and suggest improvements.
As a new engineer at Marvell (Infrastructure Processor BU), we value your ideas and your work will have a direct impact to the company. You will be given excellent opportunities to learn and grow that will turbo charge your career.

#LI-TM1
#GLDR

Requirements:
Extremely strong programming skills including object-oriented programming
Proficient using C++ and Verilog/VHDL and Perl/Python
Solid understanding of computer architecture
Knowledge of semiconductor design verification techniques is desirable
Knowledge of System Verilog/UVM is desirable.
Other Skills:
Must have effective interpersonal, teamwork, and communication skills
Demonstrates good analysis and problem-solving skills
Has an inherent sense of urgency and accountability
Must have the ability to multi-task in a fast paced environment
Education:
BSEE/MSEE/PHD or related degree

Apply Now: click Apply Now"
Software Engineer,Medtronic,3.7 ★,$70k-$115k(Glassdoor est.),"– Mounds View, Minnesota, United States","Software Engineer

Careers that Change Lives
Impact patient outcomes. Come for a job, stay for a career.

The Cardiac and Vascular Group brings all of our cardiac and vascular businesses together into one cross-functional, collaborative operating unit to employ the full breadth of our talent, technologies, products, services, and solutions to address the needs of customers and patients across the globe. Cardiac Rhythm and Heart Failure offers devices and therapies to treat abnormal heart rhythms, as well as cardiac diagnostic and monitoring solutions.

Medtronic Cardiac Rhythm and Heart Failure (CRHF) R&D teams develop the medical technologies that save lives and improve quality of living for millions of patients across the world. As part of the CRHF R&D team, the CRHF CareLink Development team works with various software technologies involving service oriented development, web server software, and relational databases to create, enhance, and maintain Web/Mobile Based Remote Patient Management Software System used by our clinicians and patients. The CRHF CareLink Development team is looking for a proactive, self-starting, strong software development engineer.

This position is a Software Engineer role within the Cardiac Rhythm and Heart Failure (CRHF) organization responsible for the development of customer focused enhancements for CareLink according to defined specifications and existing processes in a team environment to meet/exceed business and quality objectives.

As a Software Engineer, you will use Scaled Agile Framework (SAFe) in developing software solutions. This individual will partner with colleagues and other stakeholders including engineers, testers, users, and management to ensure all aspects of the application are successful. This individual will perform as a member of a team that works on Web/Mobile Based Remote Patient Management Software System used by our clinicians and patients.

This individual will work with a variety of software platforms including Microsoft C#, ASP.NET, ASP.NET MVC, SQL server, and dBase, Web sites using HTML5, CSS, and Javascript.

Day in the Life:

Provide solid technical solutions that are imaginative, thorough, practicable, and consistent with project and organizational objectives.
Independently determine and develop approach to solutions. Work under general supervision on larger, moderately complex projects/assignments. Work is reviewed upon completion for adequacy in meeting objectives.
Sets objectives for own work area to meet the objectives of the projects and assignments.
Contributes to the completion of milestones.
Plan, design, develop, and test software that supports assignments.
Makes adjustments or recommends enhancements in systems and processes to solve problems or improve effectiveness of functional work area.
Shares information, status, needs and issues in order to inform, gain input, and support decision-making.
Communicates primarily and frequently with internal contacts.
May provide guidance to entry level engineers.

Must Have: Minimum Qualifications
Bachelor of Science degree in Computer Engineering, Biomedical engineering or related engineering
2+ years of experience with a BS Degree OR 0+ years of experience with a MS Degree

Nice to Have:
Experience working in software development.
Experience with Multi-tier Web development
Excellent oral and written communication skills
Good problem solving skills and creative thinking
Understanding of the software development process and product development process, from design inputs through execution of the appropriate verification and validation tests.
Self-driven
Experience implementing software using any of the following technologies: Microsoft C#, ASP.NET, ASP.NET MVC, SQL Server, and dBase; Web sites using HTML5, CSS, and Javascript.
Experience with Scaled Agile Framework (SAFe).
Experience working in a regulated environment.

About Medtronic
Together, we can change healthcare worldwide. At Medtronic, we push the limits of what technology, therapies and services can do to help alleviate pain, restore health and extend life. We challenge ourselves and each other to make tomorrow better than yesterday. It is what makes this an exciting and rewarding place to be.

We want to accelerate and advance our ability to create meaningful innovations - but we will only succeed with the right people on our team. Let’s work together to address universal healthcare needs and improve patients’ lives. Help us shape the future.

Physical Job Requirements
The above statements are intended to describe the general nature and level of work being performed by employees assigned to this position, but they are not an exhaustive list of all the required responsibilities and skills of this position.

The physical demands described within the Day in the Life section of this job description are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions."
Software Engineer I (SSDS),Epsilon Systems,3.5 ★,$62k-$103k(Glassdoor est.),"– San Diego, CA","KAB Laboratories, Inc. (http://kablab.com), a wholly-owned subsidiary of Epsilon Systems Solutions focused on software development and systems engineering for intelligence and combat systems is seeking a Software Engineer with up to 2 years’ experience for work in San Diego, CA. Our engineer efforts use software and commercial off-the-shelf (COTS) electronics to turn incoming data from multiple sensors into a single picture of prioritized threats. If you have a passion for excellence in engineering and enjoy working on challenging projects in a fast-paced, team-oriented environment – read on!

Summary:Our software teams employ an Agile Scrum process to rapidly design, code, and integrate capabilities into a mature solution. Work includes development of new capabilities and features, as well as maintenance of the existing product line. We develop software applications using real-time, embedded C++ and Java running in a Linux-based operating systems

Duties and Responsibilities:
Write code to enable ship’s combat systems to automatically respond to incoming threats.
Write well-designed, testable and efficient code that meets technical requirements.
Participate in a highly collaborative team environment, contributing to all phases of the development lifecycle using Agile/SCRUM methodologies.
Assist in the troubleshooting of code defects and deployment of timely fixes.
Deliver projects on time and with attention to quality.
Required Qualifications:
Bachelor’s degree in Computer Science, Computer Engineering, Electrical Engineering, Mathematics, Software Engineering or equivalent.
Entry level to two (0-2) years' experience.
Experience in Software Engineering phases (requirements, design, code, test and integration).
Experience with object-oriented software development using C++.
Experience working with a Linux-based Operating System.
Experience using modern software design methodologies (e.g. UML 2.0).
Effective written, oral, and presentation skills.
Proficiency in Microsoft Office products (Word, Excel, PowerPoint, Visio, and Project).
Ability to obtain and maintain a Secret security clearance.
Pursuant to the various government contractual requirements, all applicants must be U.S. Citizens.
Preferred Qualifications:
Current Secret security clearance.
Experience in Agile development methods, including Scrum, automated testing, static code analysis and continuous integration.
Familiarity with the following software tools: Rational Rhapsody, ClearCase, ClearQuest and Team Concert, Jenkins, Coverity, Eclipse.
Experience with real-time embedded software development.
Data Fusion and/or Radar domain knowledge.
Knowledge of or experience in communications methods and protocols.
Development using Web Services, experience with HTML, JavaScript, PHP, Google Web Toolkit.
Experience in Graphical User Interface design and implementation.
Experience with or knowledge of the SEI CMMI model.
ADA Notations:
Regular communication (hearing/speaking).
Noise conditions range from very quiet to very noisy.
Prolonged use of computer (typing/keyboarding).
Frequently required to sit for long periods of time, stand, and walk.
Ability to travel by car, air or other means of transportation, if required.
KAB Laboratories and its subsidiaries are proud to be Equal Employment Opportunity and Affirmative Action employers, Minority/Female/Disabled/Veterans."
