name,company,company_review,est_salary,location,description
Senior / Lead / Principal Data Scientist / Data Science Engineer (Experienced),"Salesforce.com, Inc",4.0 ★,,"– San Francisco, CA","Job CategoryProducts and Technology

Job Details

Senior / Lead / Principal Data Scientist / Data Science Engineer (Experienced) @ Salesforce

In school, or graduated within the last 12 months? Please visit FutureForce for opportunities

The role and your impact:

Salesforce is the #1 in CRM in the world, and best known as the Customer Success Platform. As an industry leader in Sales, Service, and Marketing, we have some of the most unique data sets in the world. With our customers we are trailblazing new ways to bring AI to their customers. Whether it?s Service Technicians triaging their most urgent support tickets, or helping Retailers build deeper, more personalized relationships with each customer, or helping sales teams prioritize opportunities and win more deals.

Salesforce is looking for data scientists with hands on experience transforming unique data into amazing products. At scale. You will have access to an enormous amount of high-value business activity data, including unstructured and semi-structured records around the sales process, and customer activity data such as email messages, calendar events, and phone calls. You will participate in the end-to-end processes of product development using machine learning, from proof of concept to deploying models in production. You will be asked to experiment with state-of-the-art technologies and conduct research work geared towards new product development.You will be working with a group of world-class data scientists and engineers to build intelligent services for both internal teams and customer-facing products. We are a team with diverse technical backgrounds who share a passion for problem-solving, new technologies, and learning. We love to learn and teach and help each other, and we are looking for people with a collaborative attitude and openness to others' ideas.

A typical day for you might include some of the following:

+ Develop machine learning software and statistical data models that can generalize across hundreds of thousands of Salesforce customers, but can automatically adapt to each of their individual features.

+ Brainstorm data product ideas with the data scientists that built some of the most exciting data products that hundreds of millions people use every day.

+ Work with fellow engineers to build out other parts of the infrastructure, effectively communicating your needs and understanding theirs.

+ Meet with external customers and understanding their businesses and their challenges.

+ Work with internal product teams to transform and sprinkle machine learning fairy dust on their products.

+ Build intelligence into our services to make them run smarter.

+ Participate in meal conversations with your team members about really important topics, such as: Should the cuteness of panda bears be a factor in their survivability? Is love a decision tree or a regression model? How far ahead would society be today if we had 12 fingers instead of 10?

What we care about:

+ You have industry experience with writing code (e.g. SQL, Python, R, Spark) and taking ML models/ algorithms to production. Preference for 5+ years of industry experience (without PhD); at least 2-3+ years of industry experience with PhD. This is not an entry level / new college graduate role.

+ You have to love data - this is what we do. We are looking for people who are excited about different and unique data sets, and all the ways that they could be used in order to improve user experience.

Qualifications:

+ You share our values: Trust, Innovation, Equality, and Giving Back

+ Experience presenting insights to executives and non-technical audiences around product analytics data

+ Proven knowledge with applied statistics and probability/ predictability data outputs

+ Keep up to date with cutting-edge machine learning/ big data methods and techniques

+ You are passionate about automating everything and applying scientific methods to solve business and engineering requirements

+ Can thrive in team environments; using agile methodology and interacting with Product Leaders, Scientists and Engineers to solve technology?s greatest challenges

+ Learn quickly in a fast-paced, dynamic team environment

+ Completed a Bachelor?s and/or Master?s degree related to Computer Science, Statistics or related major studying AI (artificial intelligence), ML (machine learning), NLP (natural language processing), Data Science or Mathematics

Preferred Qualifications:

+ MA/MS or PhD degree in computer science, artificial intelligence, machine learning, speech recognition, natural language processing, operations research, or related technical field.

+ Experience designing and implementing machine learning pipelines in production environments.

+ Working knowledge of current techniques and approaches in machine learning and natural language processing: text categorization, text summarization, information retrieval, question answering, sentiment analysis, semantic parsing, etc.

+ Experience with one or more general purpose programming languages including but not limited to: Java, Scala, or Python.

+ Experience with Apache Spark platform (including Datasets, SparkML) and/or experience with one or more deep learning libraries and platforms (e.g., TensorFlow, Caffe or PyTorch).

+ Creative thinking and a keen interest in brainstorming ideas for the next generation of data products.

Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way. We are the fastest growing of the top 10 enterprise software companies, the World's Most Innovative Company according to Forbes, and one of Fortune's 100 Best Companies to Work For six years running. The growth, innovation, and Aloha spirit of Salesforce are driven by our incredible employees who thrive on delivering success for our customers while also finding time to give back through our 1/1/1 model, which leverages 1% of our time, equity, and product to improve communities around the world. Salesforce is a team sport, and we play to win. Join us!
LI-Y
Posting Statement

Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay fees to any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org.

Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.

Salesforce, the Customer Success Platform and world's #1 CRM, empowers companies to connect with their customers in a whole new way. We are the fastest growing of the top 10 enterprise software companies, the World's Most Innovative Company according to Forbes, and one of Fortune's 100 Best Companies to Work For six years running. The growth, innovation, and Aloha spirit of Salesforce are driven by our incredible employees who thrive on delivering success for our customers while also finding time to give back through our 1/1/1 model, which leverages 1% of our time, equity, and product to improve communities around the world. Salesforce is a team sport, and we play to win. Join us!"
Traffic Data Collection Technician,VHB,3.7 ★,,"– Orlando, FL","VHBs passionate professionals include engineers, scientists, planners, and designers who partner with public and private clients in the transportation, real estate, institutional, and energy industries, as well as federal, state, and local governments.

Together, we work to improve mobility, enhance communities and economic vitality, and balance development and infrastructure needs with environmental stewardship.

VHB is seeking a temporary, part-time Data Collection Technician for our Orlando, FL office.

Our Data Collection department is responsible for utilizing technology to perform multiple types of traffic surveying operations in order to gain data that is utilized by our engineers and project managers. Data Collection Technicians are required to work both inside of the office and in the field depending on the tasks being performed. Field operations may require working in a wide range of weather and roadway conditions.

This is an entry level, part-time position. Weekly shifts depend on both employee availability and company workflow. The Data Collection Department operates seven days a week during day and night time hours, so early mornings and overnight shifts are sometimes required.

Responsibilities
Counting vehicles at intersections (manually or via video)
Placing rubber tubes in road to count traffic
Deploying cameras at intersections
Sketches, digital photographs, and other field data information
Skills and Abilities
Must be able to work safely and efficiently
Must have basic computer skills
Ability to learn how to operate new devices and software quickly
Ability to work within timeframes and deadlines, and follow strict procedure and safety guidelines
Must have reliable transportation and cellphone
Excellent verbal, written and interpersonal communication skills
Team oriented with strong capability to work independently
Qualifications
No prior experience required
High school diploma or higher
Must posse an active drivers license
Must have open availability and flexibility with scheduling
At VHB, were invested in what we do, compelled by intellectual curiosity, and driven to work collectively to best serve our clients and help shape the future of our communities in a meaningful way. Were proud, yet humbled, to have been doing this for nearly 40 years. We are dedicated to making a positive impact, and providing opportunities to grow personally and professionally.
Start your job application: click Apply Now"
"Scientist II, Analytical Development",Lonza,2.8 ★,$60k-$81k(Glassdoor est.),– US - Bend,"At Lonza, we invest in great people. We encourage our employees to challenge themselves and we offer an environment that fosters creativity and success. Headquartered in Basel, Switzerland, we operate production, R&D, and business sites around the world, including Europe, North America, and Asia.

Our vision:

We strive to be the leading supplier using science and technology to improve the quality of life.

Our mission:

We work with passion, using advanced technologies, to transform life science into new possibilities for our customers.

Do you want to help us as we shape the future of this great organization?Job Description Summary

Lonza Pharma & Biotech has an opening for a Analytical Scientist II opening at our Bend, OR location.

As an Analytical Scientist II, you will be responsible for method development, and validation to support process development, tech transfer, release testing and stability activities for pharmaceutical drug product programs

You’ll apply your knowledge of analytical chemistry fundamentals in an experimental setting to guide the development of pharmaceutical products. Lead research and development activities in collaboration with project teams and interface with internal teams and external clients.

Responsibilities include but are not limited to the following:
Document all experiments and results thoroughly with detailed observations
Exercise technical discretion in the design, execution and interpretation of experiments that contribute to project strategies and goals
Critically assess experimental data and provide interpretation of results
Prepare technical reports, summaries and protocols
Prepare detailed scientific presentations for clients, colleagues and management
Participate in data reviews and client discussions
Demonstrate a high level of professional expertise in one or more technical areas
Act as mentor/coach for more junior Research Chemists and Engineers
Requirements:
B.S./M.S. with intermediate experience relating to pharmaceutical formulation development and analytical chemistry. Entry level Ph.D. will be considered.
Familiarity with analyzing, and interpreting common analytical data used for amorphous pharmaceutical applications such as DSC, particle sizing, dissolution, GC, XRPD, HPLC, and KF
Familiarity in method development, qualification and validation around common pharmaceutical analytical techniques
CMC and regulatory experience with advancing drug product formulations through later stage clinical trials encouraged
Demonstrated ability to work successfully in a highly collaborative, team oriented, customer focused environment
Must possess excellent verbal and written communication skills and ability to work in a dynamic, multi-disciplinary, research and manufacturing environment
Lonza is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, religion, color, national origin, sex, sexual orientation, gender identity, age, status as a qualified individual with disability, protected veteran status, or any other characteristic protected by law.Lonza. The place to Go, Stay and Grow."
Research Scientist,Lockheed Martin,3.6 ★,$74k-$106k(Glassdoor est.),"– Fort Worth, Texas","Description:Component level signature analysis, component and air vehicle level test and evaluation execution, production line and sustainment affordability / availability improvement project plan execution from a Signature Integration perspective, production line and field non-conformance disposition coordination for Signature Integration Team. Radio Frequency Special test equipment use on site, US sites and at international locations. US and International travel likely. Although normal shift hours are specified, sporadic weekend and alternate shift work flexibility required to support production line and field operations.

MUST BE A US CITIZEN . SECRET CLEARANCE REQUIRED.
Basic Qualifications:
Experience with Windows/Linux/Unix and MS Office.
Bachelors degree required.
Experience working with projects or programs.
Desired Skills:
Matlab experience desired. Entry level Low Observables experience desired. Degreed Electrical Engineering, Mechanical, Physics candidates desired.
Java experience.
Experience using GUI.
Experience working within data analytics and statics.
BASIC QUALIFICATIONS:
job.Qualifications

Lockheed Martin is an Equal Opportunity/Affirmative Action Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, pregnancy, sexual orientation, gender identity, national origin, age, protected veteran status, or disability status.
As a leading technology innovation company, Lockheed Martins vast team works with partners around the world to bring proven performance to our customers toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Join us at Lockheed Martin, where were engineering a better tomorrow.
EXPERIENCE LEVEL:
Experienced Professional"
"Scientist II/Senior Scientist, Upstream Process Development",FUJIFILM,3.5 ★,$103k-$143k(Glassdoor est.),"– Morrisville, NC","We are seeking a highly motivated individual to join us as a Sceintist II, Upstream Development at our Bioprocess Innovation Center located in Morrisville, NC

The successful candidate independently designs, executes and interprets complex laboratory experiments and development activities with priorities set by supervisor to achieve project goals. The individual demonstrates a practical understanding of own scientific discipline and applies knowledge in support of product development and new technologies.

MAJOR ACTIVITIES AND RESPONSIBILITIES:

Responsibilities
Plans, conducts, evaluates, interprets and reports complex laboratory experiments
Develops and reviews new analytical methods or PD plans
Reviews as appropriate procedures, plans, protocols or reports
Expected to evaluate completeness and accuracy of data collected by other scientists to ensure integrity of research.
Accountable for the logical progression of results and interpretation of data.
Familiar with new practices and procedures in relevant literatures and is skilled in finding such procedures/practices.
BACKGROUND REQUIREMENTS:

The position typically requires a MS and 3+ years’ experience, BS and 7+ years’ experience and is an entry level position for a PhD degree with no prior experience

The individual should have demonstrated proficiency in the follow areas

Microbial Fermentation:
Advanced knowledge of chemistry and/or biochemistry and associated techniques
Independent planning, execution and interpretation of routine and non-routine laboratory experiments.
General knowledge of Excel, Word and PowerPoint.
Have acquired broad scientific knowledge within their own scientific discipline and applies best practices to client projects.
An understanding of instruments, computer technology, and data analysis required to successfully complete project work.
Ability to monitor on going experiments and suggest alternates or solutions to unusual occurrences.
FDBU works with technical data, technology and materials that are subject to U.S. export laws and regulations. This position will require access to technical data, technology and source code that is controlled under U.S. export laws and regulations, including but not limited to the International Traffic in Arms Regulations at 22 C.F.R. Parts 120 – 130 and Export Administration Regulations in 15 C.F.R. Part 730 – 774, as may be amended. To conform to these laws and regulations, applicants must be U.S. citizens, lawful permanent residents of the U.S., protected individuals as defined by 8 USC 1324(b)(a)(3) (i.e., asylees and refugees) or otherwise eligible for an export authorization from the U.S. Department of State or U.S. Department of Commerce. Offers of employment will be contingent on the Company’s ability to secure an export authorization. FDBU is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation, gender identify or any other protected class.

FDBU is an Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, protected veteran status, sexual orientation, gender identify or any other protected class."
GIS Associate Scientist (Entry Level),Environmental Resources Management,3.0 ★,$53k-$80k(Glassdoor est.),– Anchorage,"ERM is seeking a GIS Specialist to join our team in Portland, OR or Anchorage, AK. The entry-level GIS Specialist will join an existing team of GIS and data management specialists in integrating GIS technology in support of our core services including contaminated site management projects, project impact assessment studies, and environmental permitting efforts.

RESPONSIBILITIES:

The GIS Specialist position includes project support which may include, but is not limited to:
Create route and site location maps;
Organize GPS field survey data (e.g., biological resources data, sampling locations);
Support web-based map applications and services (ArcGIS online);
Support the GIS, database managers, and consulting staff by generating data from spatial analysis and creating finished figures utilizing laboratory, field, and historical sources;
Prioritize, organize and perform multiple work assignments;
Work effectively with others in a local and regional team environment to successfully deliver quality projects;
Enhance existing GIS capabilities by seeking opportunities for improvement of existing methods, tools, or workflows;
Comply with corporate HSE; and
Perform other duties as assigned or required.
REQUIREMENTS:
Bachelor’s degree in geography, GIS, natural sciences or related field.
1 year applied experience using Esri’s ArcGIS for Desktop software or an equivalent combination of education and experience.
Basic knowledge of the technical application, concepts, principles and theories in GIS and GPS.
Working knowledge of geodatabases, georeferencing and spatial and attribute data entry and editing.
Skill and experience utilizing cartographic coordinate systems and projections for mapping and analysis.
Previous experience developing hard copy maps (designing interactive digital maps a plus).
Proficient skill developing tabular data from GIS data sets or analyses.
Practical skill organizing and managing geospatial and tabular data sets.
Knowledge of Microsoft Office suite including Excel, Word, and Access, and the integration of spreadsheets, database tables and text files in ArcGIS.
Strong oral and written communication skills, keen orientation to detail, an eye for professional presentation, and recognized organizational abilities.
Self-motivated, quick learning, curious, and resourceful.
Preferred Experience and Qualifications
Master’s Degree in GIS.
Experience gathering GPS data with Trimble GPS hardware and software and data processing with GPS Pathfinder Office software.
Experience with Python scripting or other computer language.
Experience with environmental spatial datasets or geochemical data.
Experience with databases and data management procedures.
Experience with EarthSoft’s EQuIS software, AutoCAD or other CAD software, MS-Visio, or Adobe Creative Suite (Photoshop and/or Illustrator).
Please submit your resume and brief cover letter. Qualified candidates will be contacted by email, and requested to complete a video questionnaire. Based on review of these responses, shortlisted candidates will be invited for interviews.

Thank you for your interest in ERM!

ERM does not accept recruiting agency resumes. Please do not forward resumes to our jobs alias, ERM employees or any other company location. ERM is not responsible for any fees related to unsolicited resumes."
Scientist I,People Solutions,,,,"One of our bio pharmaceutical clients seeks a Scientist I with Formulation Experience
SUMMARY: The successful candidate will perform feasibility research and formulation development in support of pre-clinical and clinical developmentof dermal/ transdermal/transmucosal products.
RESPONSIBILITIES/DUTIES
This position will be part of the Passive TDS (Transdermal System) group and key role of this position is to perform feasibility work, formulation development and manufacturing process development (technology transfer/scale up) to enable the successful development of the transdermal products for selected molecules.
Key job responsibilities/requirements
Comprehensive preformulation experiments like solubility/compatibility/stability
Formulation screening and liquid/gels/transdermal patch development for in vitroskin flux characterization to support development of transdermal products.
Material selection and prototype patch design for early stage preclinical and clinical development
In depth knowledge of transdermal permeation and chemical/skin interaction
In depth knowledge of material characterization using DSC/TGA/FTIR/X-ray diffraction
Candidate should be capable to select appropriate techniques to generate/interpret the supporting data
Ability to multi-task and work in fast-paced dynamic environment
EXPERIENCE REQUIREMENTS
Feasibility research and formulation development
Candidate should have understanding of physico-chemical properties of drugs, materials, and polymers and applying that knowledge to develop dosage forms for application to skin or oral mucosa
Prior experience in handling of solid active pharmaceutical ingredients including controlled substances of different schedule, excipients which are fine powders
Knowledge about handling pressure sensitive adhesive, wet mix preparation of high viscosity, mixing technology for small and large mixes, high shear homogenization
Prior experience in characterization of polymer film using differential scanning calorimeter, thermal gravimetric analysis and solid-state rheology methods.
Candidate should be able to work under limited supervision and should have good documentation practices
Ability to work collaboratively with various functional groups in a team environment
Note: Essential duties and responsibilitiesinclude the previous. Other duties may be assigned.
QUALIFICATIONS
Experience: With BS 6+ years, with MS 4+ or Ph.D. entry level
Experiencein formulation of drug delivery systems. Preferable in topical/transdermal/transmucosal drug delivery
Documentation of work
Proficient in using MS Word, Excel and PowerPoint
Knowledge of software used for Design of Experiments, and statistical analysis
Ability to communicate fluently in written and spoken English
Compliance with GMPs
ORGANIZATIONAL RELATIONSHIPS
Reports to the Director, Product Development. Interacts with project team personnel.
EXTERNAL RELATIONSHIPS
Interacts with suppliers, consultants and external partners, if required.
PHYSICAL DEMANDS
The physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.
Essential functions may require maintaining physical condition necessary for sitting, walking or standing for prolonged periods of time; operate a computer and keyboard; near visual acuity to review written documentation; ability to hear and understand speech at normal room levels and on the telephone; manual dexterity to operate process equipment in hoods or in an isolator/glovebox; lift 25 pounds horizontally and vertically, bend and stoop. Ability to gown for cleanroom operations.
WORK ENVIRONMENT
The work environment characteristics described here are representative of those an employee encounters while performing the essential functions of this job. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Work is normally performed in labs and in a cleanroom.
Note: This job description does not describe each task and responsibility; however, the company believes it has included the essential functions of the job. Management retains the discretion to add or modify duties of the position and to designate other functions as essential at any time."
Research Scientist,PhdJobs.com,,,,"Research Scientist

Job Description

Intel is seeking motivated researchers in the area of parallel and distributed computing research applied towards high performance computing and machine learning. This is a full-time position with the Extreme Scale Computing team.

This team researches new algorithms, architectures, and approaches to address the most challenging compute- and data-intensive applications. We are focused on delivering new Intel software and hardware technologies that will transform the enterprise and technical computing experience. We work in close collaboration with leading academic and industry partners to accomplish our mission.

In this position, you will be responsible for conceiving, researching, and prototyping new parallel and distributed computing algorithms and frameworks, with special emphasis on machine learning and graph analytics, and you will develop relevant software and hardware technologies with the goal of converting these into products and fueling Intel's growth.

You will use your strong knowledge of scientific principles to identify and research promising technologies typically 3-5 years prior to product development. This requires a good understanding of state-of-the-art techniques in parallel computing, machine learning, distributed computing, optimization of algorithms, and bench-marking, along with a strong understanding of computer architecture.

You are expected to maintain substantial knowledge of state-of-the-art principles and theories, and contribute regularly to scientific literature and the research community at-large.

You may also participate in the development of intellectual property.

Behavioral traits needed for this position:
You must also possess strong verbal and written communication skills and the demonstrated ability to work in a demanding team-oriented environment.

Qualifications

You must possess the below minimum qualifications to be initially considered for this position. Relevant experience can be obtained through school work, classes and project work, internships, military training, and/or work experience. This is an entry level position and will be compensated accordingly.

Minimum Qualifications:
PhD or MSc in Computer Science, Electrical/Computer Engineering, Applied Mathematics, or a relevant discipline
1+ year of experience in the development of parallel and distributed computing algorithms and/or frameworks
1+ year of experience in parallel programming
Preferred Qualifications:
Experience in research related to high-performance sparse computations e.g., graphs, matrices, or tensors.
Experience in research related to machine learning, optimization, or a related topic.

Inside this Business Group

The Data Center Group (DCG) is at the heart of Intels transformation from a PC company to a company that runs the cloud and billions of smart, connected computing devices. The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the products and technologiesspanning software, processors, storage, I/O, and networking solutionsthat fuel cloud, communications, enterprise, and government data centers around the world.

Posting Statement. Intel prohibits discrimination based on race, color, religion, gender, national origin, age, disability, veteran status, marital status, pregnancy, gender expression or identity, sexual orientation or any other legally protected status."
"Scientist I, Cell Biology - Entry Level",Kelly Services,3.4 ★,,"– Canoga Park, CA","Scientist I - Cell Biology, Canoga Park, CA

Immediate opportunity for an entry-level, Cell Biologist with mammalian cell line experience! Must be able to start right away!

Position Type: Contract position for 2 weeks with potential to extend

Pay Rate: $16-18/hr

Key Responsibilities:
Isolate Genomic DNA from various sources including blood and established cell lines.
Conduct commonly used molecular biology techniques such as bacterial growth, plasmid DNA preparation, restriction enzyme digestion, PCR, gel electrophoresis, etc.
Characterize DNA and manage inventory.
Maintain mammalian cell culture including thawing, expansion, characterization, harvesting, freezing, and inventory management.
Characterize membrane antigen expression using Flow Cytometry.
Prepare media, buffers, and reagents.
Use One Lambda products and research tools for HLA Molecular and Serological Typing.
Automate routine protocols to increase capacity and improve consistency.
Compile and analyze data to complete update or report.
Perform all activities in compliance with GDP/GMP, regulatory and safety policies.
Job Requirements:
Bachelor's (B.S.) degree in Molecular Biology, Cell Biology, Biochemistry, Genetics, Immunology or a related discipline in Biological Sciences and Engineering.
3+ months of laboratory experience in working with DNA and/or mammalian cells.
Proficiency in Microsoft Office Excellent organizational and record keeping skills
Capable of multi-tasking and good time management.
Flexible with changing plans and schedules.
Good oral and written communication skills
Kelly complies with the requirements of the Fair Chance Initiative. A conviction record does not automatically bar individuals from employment.

For immediate consideration, apply today! Questions? Call 714.971.0721
Why Kelly®?


With Kelly, youll have access to some of the worlds highest-regarded scientific organizations

providing you with opportunities to work on todays most challenging, research-intensive, and relevant

projects. Our connections can lead you to innovative scientific pursuits youll be proud to help

advance. We work with 95 of the Fortune 100 companies, and found opportunities for more than 9,000

scientific professionals last year.

You pursued a career in science to fuel your quest for knowledge and your desire to make the world

a better place. Let Kelly fuel your careerconnect with us today.
About
Kelly Services®


As a workforce advocate for over 70 years, we are proud to directly employ nearly 500,000 people around the world and have a role in connecting thousands more with work through our global network of talent suppliers and partners. Revenue in 2017 was $5.4 billion. Visit kellyservices.com and connect

with us on Facebook, LinkedIn and Twitter.

Kelly Services is an equal opportunity employer including, but not limited to, Minorities, Females,

Individuals with Disabilities, Protected Veterans, Sexual Orientation, Gender Identity and is

committed to employing a diverse workforce. Equal Employment Opportunity

is The Law.
Apply Now: click Apply Now"
Research Scientist - AI for Good (Entry Level),"Salesforce.com, Inc.",4.0 ★,,"– Palo Alto, CA","Job CategoryProducts and Technology

Job Details

Salesforce Research is looking for extraordinary research scientists to develop and apply deep learning / machine learning / statistical models to global sustainable projects for social good. It is our belief in the words of our CEO Marc Benioff, ""The business of business is improving the state of the world."" With this mission, over the last 18 years giving back through our product, our time and donations is a vital part of the Salesforce culture. The way we behave with integrity, transparency, alignment, and accountability builds trusted relationships. We believe that companies can do well and do good in the world. We know the technology is not inherently good or bad. It's what we do with it that matters. With AI, we believe that we can go even further to advance and support the effectiveness of the social sector.As a research scientist, you discover new research problems, develop novel models, design careful experiments and generally advance the state of the art in AI. At Salesforce, the research team is committed to collaboration with the wider research community. In this unique role, you will have the opportunity to work directly on advancing technologies that nonprofits use to solve problems in the real world that create positive impact for the world while accomplishing publications at major conferences. We believe that making substantive progress on hard problems can drive and sharpen the research questions we study, and, in turn, scientific breakthroughs can spawn entirely new applications. With this in mind, the team maintains a portfolio of projects, some with an immediate path to production, others that may not find an application for several years. Research scientists have the freedom to set their own research agenda and move between pure and applied research. You have a strong background in one or more of the following fields: deep learning, machine learning, natural language processing, computer vision, or reinforcement learning. Additionally, applicants should have in-depth experience with problems such as text categorization, text summarization, information extraction, question answering, dialogue learning, machine translation, language and vision, image classification, image segmentation, or object detection. Successful candidates have a passion for making the world a better place through AI.Responsibilities
Work on cutting-edge research in machine learning to solve problems and advance projects for social good.
Minimum qualifications
MA/MS or PhD degree in computer science, artificial intelligence, machine learning, or related technical field.
Research experience or contributions in deep learning, machine learning, NLP, computer vision, reinforcement learning, or optimization.
Experience with one or more general purpose programming languages including but not limited to: C/C++ or Python.
Experience with one or more deep learning libraries and platforms (e.g., TensorFlow, Caffe, Chainer or PyTorch).
Publication record in top-tier conferences or journals (e.g. NIPS, ICML, ICLR, ACL, EMNLP, CVPR, ICCV, KDD, PAMI, JMLR, TACL, IJCV, CSCW, CHI, WSDM, ICWSM and AAAI)
Some experience applying deep learning models to social causes is a plus
Posting Statement

Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Headhunters and recruitment agencies may not submit resumes/CVs through this Web site or directly to managers. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay fees to any third-party agency or company that does not have a signed agreement with Salesforce.com or Salesforce.org."
R&D Clinical Data Analyst,Medix,3.2 ★,,"– Coppell, Texas","Research and Development Clinical Data Analyst - are you ready to give your career a boost by bringing your talents and expertise to some of the nation's top companies? Let Medix partner with you to give you the edge you need! Since 2001, we have made it our mission to be the leading provider of workforce solutions for clients and candidates across the Healthcare, Scientific, and Information Technology industries. We currently have excellent assignments for entry level science professionals with growing organizations in a multitude of industries.
Our dedicated recruiters are here to help you to find and secure just the right opportunity. We take the time to learn about you, your skills, your interests, and your career goals, and then match you with the jobs and companies that best suit your needs. Whether you are looking for contract, contract-to-hire, or direct hire positions, we can help you to find the meaningful and gratifying work that you've been looking for. Let Medix be your partner as you move your career forward. Contact us today!

""Medix cares about its employees to the point where they're treated like family. They provide the necessary tools to help with your job search and provide continuous contact to ensure your placement is going well. You're more than just an employee - you're also a team member, and I couldn't be happier!""
~ Jasmine, Medix Talent

R&D Clinical Data Analyst

Job Responsibilities
The R&D Clinical Data Analyst will assist the Clinical Science Liaison (CSL) in reviewing clinical data from Revisions' historical clinical studies as well as new studies.
This position is accountable to review data including clinical photography (e.g. not limited to VISIA-CR images, Primos Images, and Antera 3D Images) as well as objective and subjective data.
This position is accountable in organizing the data for publication (scientific, marketing, and education).
This position requires good communication skills, as collaboration with Marketing, Sales, and Education colleagues.
R&D Clinical Data Analyst

Additional requirements:
Bachelor of Science in any science field.
Ability to follow instructions, work cooperatively with others, and complete work assignments efficiently.
Excellent problem-solving skills as well as verbal and written communication skills.
Attention to detail
Organized
R&D Clinical Data Analyst

Benefits

As a job seeker, you face the daunting challenge of finding and landing a position that truly suits your talents and your career ambitions. At Medix, we are passionate about partnering with you to match you with the jobs and companies that are right for you. Our personalized placement services provide flexibility to accommodate your schedule and needs, as we offer contract, contract-to-hire, and direct hire opportunities. We will also provide guidance and support during the interview process-if you need anything, from resume tips to information on the company you're interviewing with, your recruiter is only a phone call away. Best of all, our placement services are 100% free to you.

As a Medix contractor, you can choose to enroll in our benefits program and enjoy:
Supplemental medical coverage
Prescription program
Dental coverage
Vision coverage
401k
Accrued PTO
Term life Insurance plan
R&D Clinical Data Analyst

Medix - Anticipating Needs. Exceeding Expectations.

Apply now!"
